Drug_ID,Protein_ID,KIBA_affinityold,KIBA_affinity,affinity_bin
CHEMBL475251,O75676,2.82172633824309,12.278274,7
CHEMBL483321,O75676,4.0,11.1,6
CHEMBL491473,O75676,4.0,11.1,6
CHEMBL494089,O75676,2.85378508804897,12.246215,7
CHEMBL495727,O75676,1.0,14.1,8
CHEMBL509032,O75676,3.69897000433602,11.40103,6
CHEMBL514409,O75676,1.9731278535997,13.126872,7
CHEMBL521851,O75676,4.0,11.1,6
CHEMBL522892,O75676,3.38542600582107,11.714574,6
CHEMBL525191,O75676,4.0,11.1,6
CHEMBL553,O75676,3.92254902000713,11.177451,6
CHEMBL554,O75676,4.0,11.1,6
CHEMBL572881,O75676,4.0,11.1,6
CHEMBL574738,O75676,3.63937680047641,11.460623,6
CHEMBL576982,O75676,4.0,11.1,6
CHEMBL601719,O75676,4.0,11.1,6
CHEMBL607707,O75676,4.0,11.1,6
CHEMBL91829,O75676,3.89266491750538,11.207335,6
CHEMBL10,O75747,4.0,11.1,6
CHEMBL101253,O75747,4.0,11.1,6
CHEMBL105442,O75747,4.0,11.1,6
CHEMBL1173655,O75747,4.0,11.1,6
CHEMBL119385,O75747,4.0,11.1,6
CHEMBL1230020,O75747,4.0,11.1,6
CHEMBL1240703,O75747,4.0,11.1,6
CHEMBL1241674,O75747,2.17609125905568,12.923909,7
CHEMBL124660,O75747,4.0,11.1,6
CHEMBL1287853,O75747,4.0,11.1,6
CHEMBL1289926,O75747,4.0,11.1,6
CHEMBL1474834,O75747,1.60205999132796,13.49794,7
CHEMBL1614701,O75747,4.0,11.1,6
CHEMBL162,O75747,2.63346845557959,12.466532,7
CHEMBL1789941,O75747,4.0,11.1,6
CHEMBL180022,O75747,4.0,11.1,6
CHEMBL1908392,O75747,4.0,11.1,6
CHEMBL1908393,O75747,4.0,11.1,6
CHEMBL1908394,O75747,4.0,11.1,6
CHEMBL1908395,O75747,4.0,11.1,6
CHEMBL1908396,O75747,4.0,11.1,6
CHEMBL1908397,O75747,4.0,11.1,6
CHEMBL215152,O75747,4.0,11.1,6
CHEMBL223360,O75747,4.0,11.1,6
CHEMBL230011,O75747,0.505149978319906,14.59485,8
CHEMBL24828,O75747,4.0,11.1,6
CHEMBL249697,O75747,4.0,11.1,6
CHEMBL259084,O75747,4.0,11.1,6
CHEMBL261849,O75747,4.0,11.1,6
CHEMBL296468,O75747,4.0,11.1,6
CHEMBL31965,O75747,4.0,11.1,6
CHEMBL377300,O75747,4.0,11.1,6
CHEMBL475251,O75747,4.0,11.1,6
CHEMBL491473,O75747,4.0,11.1,6
CHEMBL494089,O75747,4.0,11.1,6
CHEMBL509032,O75747,4.0,11.1,6
CHEMBL521851,O75747,2.47712125471966,12.622879,7
CHEMBL522892,O75747,4.0,11.1,6
CHEMBL525191,O75747,4.0,11.1,6
CHEMBL553,O75747,4.0,11.1,6
CHEMBL554,O75747,3.8750612633917,11.224939,6
CHEMBL572881,O75747,4.0,11.1,6
CHEMBL574738,O75747,4.0,11.1,6
CHEMBL576982,O75747,4.0,11.1,6
CHEMBL601719,O75747,4.0,11.1,6
CHEMBL91829,O75747,4.0,11.1,6
CHEMBL10,O76039,4.0,11.1,6
CHEMBL101253,O76039,4.0,11.1,6
CHEMBL105442,O76039,4.0,11.1,6
CHEMBL1173655,O76039,4.0,11.1,6
CHEMBL119385,O76039,4.0,11.1,6
CHEMBL1230020,O76039,4.0,11.1,6
CHEMBL1240703,O76039,4.0,11.1,6
CHEMBL1241674,O76039,4.0,11.1,6
CHEMBL124660,O76039,4.0,11.1,6
CHEMBL1287853,O76039,3.86332286012046,11.236677,6
CHEMBL1289926,O76039,4.0,11.1,6
CHEMBL1614701,O76039,4.0,11.1,6
CHEMBL162,O76039,2.53147891704225,12.568521,7
CHEMBL1789941,O76039,4.0,11.1,6
CHEMBL180022,O76039,4.0,11.1,6
CHEMBL1908392,O76039,4.0,11.1,6
CHEMBL1908393,O76039,3.43136376415899,11.668636,6
CHEMBL1908394,O76039,4.0,11.1,6
CHEMBL1908395,O76039,4.0,11.1,6
CHEMBL1908396,O76039,4.0,11.1,6
CHEMBL1908397,O76039,4.0,11.1,6
CHEMBL215152,O76039,4.0,11.1,6
CHEMBL223360,O76039,4.0,11.1,6
CHEMBL230011,O76039,4.0,11.1,6
CHEMBL24828,O76039,4.0,11.1,6
CHEMBL249697,O76039,4.0,11.1,6
CHEMBL259084,O76039,4.0,11.1,6
CHEMBL261849,O76039,4.0,11.1,6
CHEMBL296468,O76039,0.230448921378274,14.869551,8
CHEMBL31965,O76039,4.0,11.1,6
CHEMBL377300,O76039,4.0,11.1,6
CHEMBL475251,O76039,4.0,11.1,6
CHEMBL491473,O76039,4.0,11.1,6
CHEMBL494089,O76039,4.0,11.1,6
CHEMBL509032,O76039,4.0,11.1,6
CHEMBL521851,O76039,4.0,11.1,6
CHEMBL522892,O76039,4.0,11.1,6
CHEMBL525191,O76039,4.0,11.1,6
CHEMBL553,O76039,4.0,11.1,6
CHEMBL554,O76039,4.0,11.1,6
CHEMBL572881,O76039,4.0,11.1,6
CHEMBL574738,O76039,0.819543935541869,14.280456,8
CHEMBL576982,O76039,4.0,11.1,6
CHEMBL601719,O76039,4.0,11.1,6
CHEMBL91829,O76039,3.61278385671974,11.487216,6
CHEMBL10,O94768,4.0,11.1,6
CHEMBL101253,O94768,4.0,11.1,6
CHEMBL105442,O94768,4.0,11.1,6
CHEMBL1173655,O94768,4.0,11.1,6
CHEMBL119385,O94768,4.0,11.1,6
CHEMBL1230020,O94768,4.0,11.1,6
CHEMBL1240703,O94768,4.0,11.1,6
CHEMBL1241674,O94768,3.50514997831991,11.59485,6
CHEMBL124660,O94768,4.0,11.1,6
CHEMBL1287853,O94768,1.65321251377534,13.446787,7
CHEMBL1289926,O94768,4.0,11.1,6
CHEMBL1614701,O94768,4.0,11.1,6
CHEMBL162,O94768,1.32221929473392,13.777781,8
CHEMBL1789941,O94768,3.54406804435028,11.555932,6
CHEMBL180022,O94768,3.04139268515822,12.058607,7
CHEMBL1908392,O94768,2.82607480270083,12.273925,7
CHEMBL1908393,O94768,4.0,11.1,6
CHEMBL1908394,O94768,4.0,11.1,6
CHEMBL1908395,O94768,3.8750612633917,11.224939,6
CHEMBL1908396,O94768,4.0,11.1,6
CHEMBL1908397,O94768,0.681241237375587,14.418759,8
CHEMBL215152,O94768,4.0,11.1,6
CHEMBL223360,O94768,4.0,11.1,6
CHEMBL230011,O94768,4.0,11.1,6
CHEMBL24828,O94768,4.0,11.1,6
CHEMBL249697,O94768,4.0,11.1,6
CHEMBL259084,O94768,0.90848501887865,14.191515,8
CHEMBL261849,O94768,4.0,11.1,6
CHEMBL278041,O94768,4.0,11.1,6
CHEMBL296468,O94768,4.0,11.1,6
CHEMBL31965,O94768,4.0,11.1,6
CHEMBL377300,O94768,4.0,11.1,6
CHEMBL440084,O94768,4.0,11.1,6
CHEMBL475251,O94768,0.963787827345555,14.136212,8
CHEMBL483321,O94768,4.0,11.1,6
CHEMBL491473,O94768,4.0,11.1,6
CHEMBL494089,O94768,4.0,11.1,6
CHEMBL509032,O94768,3.85125834871908,11.248742,6
CHEMBL521851,O94768,4.0,11.1,6
CHEMBL522892,O94768,3.25527250510331,11.844727,6
CHEMBL525191,O94768,4.0,11.1,6
CHEMBL553,O94768,4.0,11.1,6
CHEMBL554,O94768,4.0,11.1,6
CHEMBL572881,O94768,4.0,11.1,6
CHEMBL574738,O94768,4.0,11.1,6
CHEMBL576982,O94768,4.0,11.1,6
CHEMBL601719,O94768,4.0,11.1,6
CHEMBL607707,O94768,3.36859632135237,11.731404,6
CHEMBL7064,O94768,4.0,11.1,6
CHEMBL86755,O94768,2.54777470538782,12.552225,7
CHEMBL91829,O94768,4.0,11.1,6
CHEMBL10,O94804,4.0,11.1,6
CHEMBL101253,O94804,4.0,11.1,6
CHEMBL105442,O94804,4.0,11.1,6
CHEMBL1173655,O94804,3.63346845557959,11.466532,6
CHEMBL119385,O94804,4.0,11.1,6
CHEMBL1230020,O94804,4.0,11.1,6
CHEMBL1240703,O94804,4.0,11.1,6
CHEMBL1241674,O94804,1.88649072517248,13.213509,7
CHEMBL124660,O94804,4.0,11.1,6
CHEMBL1287853,O94804,3.46239799789896,11.637602,6
CHEMBL1289926,O94804,3.07918124604762,12.020819,6
CHEMBL1614701,O94804,4.0,11.1,6
CHEMBL162,O94804,-1.43179827593301,16.531798,9
CHEMBL1789941,O94804,4.0,11.1,6
CHEMBL180022,O94804,1.11394335230684,13.986057,8
CHEMBL1908392,O94804,1.93951925261862,13.160481,7
CHEMBL1908393,O94804,-0.275724130399211,15.375724,8
CHEMBL1908394,O94804,1.83884909073726,13.261151,7
CHEMBL1908395,O94804,3.23044892137827,11.869551,6
CHEMBL1908396,O94804,1.34242268082221,13.757577,7
CHEMBL1908397,O94804,1.11394335230684,13.986057,8
CHEMBL215152,O94804,3.44715803134222,11.652842,6
CHEMBL223360,O94804,2.66275783168157,12.437242,7
CHEMBL230011,O94804,4.0,11.1,6
CHEMBL2333365,O94804,4.0,11.1,6
CHEMBL24828,O94804,1.90848501887865,13.191515,7
CHEMBL249697,O94804,4.0,11.1,6
CHEMBL259084,O94804,3.56820172406699,11.531798,6
CHEMBL261849,O94804,4.0,11.1,6
CHEMBL278041,O94804,4.0,11.1,6
CHEMBL296468,O94804,4.0,11.1,6
CHEMBL31965,O94804,3.27875360095283,11.821246,6
CHEMBL377300,O94804,2.34242268082221,12.757577,7
CHEMBL440084,O94804,4.0,11.1,6
CHEMBL460702,O94804,2.69897000433602,12.40103,7
CHEMBL475251,O94804,1.84509804001426,13.254902,7
CHEMBL483321,O94804,4.0,11.1,6
CHEMBL491473,O94804,1.36172783601759,13.738272,7
CHEMBL494089,O94804,4.0,11.1,6
CHEMBL509032,O94804,1.91381385238372,13.186186,7
CHEMBL521851,O94804,4.0,11.1,6
CHEMBL522892,O94804,2.74036268949424,12.359637,7
CHEMBL525191,O94804,3.11394335230684,11.986057,6
CHEMBL553,O94804,1.59891584666445,13.501084,7
CHEMBL554,O94804,3.64345267648619,11.456547,6
CHEMBL572881,O94804,3.04139268515822,12.058607,7
CHEMBL574738,O94804,-0.0362121726544447,15.136212,8
CHEMBL576982,O94804,3.64767357416681,11.452326,6
CHEMBL601719,O94804,1.64345267648619,13.456547,7
CHEMBL607707,O94804,2.27995331251806,12.820047,7
CHEMBL7064,O94804,4.0,11.1,6
CHEMBL91829,O94804,2.44715803134222,12.652842,7
CHEMBL10,O94806,3.9602799356649,11.13972,6
CHEMBL100102,O94806,4.60205999132796,10.49794,6
CHEMBL101253,O94806,3.89999988144532,11.2,6
CHEMBL101311,O94806,3.10000158280135,11.999998,6
CHEMBL102301,O94806,4.47712125471966,10.622879,6
CHEMBL102346,O94806,4.47712125471966,10.622879,6
CHEMBL104067,O94806,4.47712125471966,10.622879,6
CHEMBL104264,O94806,4.50105926221775,10.598941,6
CHEMBL105442,O94806,4.0,11.1,6
CHEMBL106966,O94806,4.47712125471966,10.622879,6
CHEMBL1082440,O94806,3.40000061697638,11.699999,6
CHEMBL1090356,O94806,2.40000234592796,12.699998,7
CHEMBL111779,O94806,5.30102999566398,9.79897,5
CHEMBL111889,O94806,5.30102999566398,9.79897,5
CHEMBL112235,O94806,5.0,10.1,5
CHEMBL112239,O94806,4.60205999132796,10.49794,6
CHEMBL112263,O94806,3.14612803567824,11.953872,6
CHEMBL112346,O94806,3.45848676379821,11.641513,6
CHEMBL112602,O94806,5.30102999566398,9.79897,5
CHEMBL113185,O94806,2.17609125905568,12.923909,7
CHEMBL115531,O94806,5.0,10.1,5
CHEMBL1159459,O94806,4.47712125471966,10.622879,6
CHEMBL1159460,O94806,4.20411998265593,10.89588,6
CHEMBL1159461,O94806,4.93449845124357,10.165502,5
CHEMBL1159462,O94806,5.0,10.1,5
CHEMBL1159463,O94806,4.30102999566398,10.79897,6
CHEMBL1159466,O94806,4.04139268515823,11.058607,6
CHEMBL1159467,O94806,4.20411998265593,10.89588,6
CHEMBL1159468,O94806,4.30102999566398,10.79897,6
CHEMBL1164180,O94806,3.10000158280135,11.999998,6
CHEMBL116963,O94806,3.47712125471966,11.622879,6
CHEMBL1173655,O94806,4.0,11.1,6
CHEMBL117443,O94806,4.49136169383427,10.608638,6
CHEMBL117697,O94806,4.0,11.1,6
CHEMBL1190711,O94806,1.49996186559619,13.600038,7
CHEMBL119385,O94806,3.79999990697171,11.3,6
CHEMBL1202927,O94806,3.30102999566398,11.79897,6
CHEMBL1230020,O94806,4.0,11.1,6
CHEMBL1233654,O94806,3.66420789807681,11.435792,6
CHEMBL1240703,O94806,4.0,11.1,6
CHEMBL1241473,O94806,2.50000306805169,12.599997,7
CHEMBL1241674,O94806,4.0,11.1,6
CHEMBL124660,O94806,3.79999990697171,11.3,6
CHEMBL127277,O94806,4.34439227368511,10.755608,6
CHEMBL127898,O94806,4.0,11.1,6
CHEMBL127929,O94806,4.69897000433602,10.40103,6
CHEMBL1287853,O94806,3.98227123303957,11.117729,6
CHEMBL1289926,O94806,4.0,11.1,6
CHEMBL129946,O94806,2.0,13.1,7
CHEMBL130208,O94806,1.79934054945358,13.300659,7
CHEMBL131020,O94806,1.90848501887865,13.191515,7
CHEMBL131193,O94806,2.84509804001426,12.254902,7
CHEMBL131426,O94806,2.27875360095283,12.821246,7
CHEMBL131456,O94806,5.0,10.1,5
CHEMBL132533,O94806,5.07918124604763,10.020819,5
CHEMBL133209,O94806,5.30102999566398,9.79897,5
CHEMBL134536,O94806,4.77815125038364,10.321849,6
CHEMBL135491,O94806,5.30102999566398,9.79897,5
CHEMBL135492,O94806,4.30102999566398,10.79897,6
CHEMBL135881,O94806,5.30102999566398,9.79897,5
CHEMBL135970,O94806,4.32221929473392,10.777781,6
CHEMBL1375418,O94806,4.0,11.1,6
CHEMBL139517,O94806,4.69897000433602,10.40103,6
CHEMBL141247,O94806,4.30102999566398,10.79897,6
CHEMBL1421720,O94806,3.50000032134294,11.6,6
CHEMBL142425,O94806,4.0,11.1,6
CHEMBL14445,O94806,5.39794000867204,9.70206,5
CHEMBL144479,O94806,3.69897000433602,11.40103,6
CHEMBL144598,O94806,3.69897000433602,11.40103,6
CHEMBL1461728,O94806,4.0,11.1,6
CHEMBL146564,O94806,1.84509804001426,13.254902,7
CHEMBL147986,O94806,1.44715803134222,13.652842,7
CHEMBL148333,O94806,4.17609125905568,10.923909,6
CHEMBL148471,O94806,3.0,12.1,7
CHEMBL151546,O94806,4.76342799356294,10.336572,6
CHEMBL1516890,O94806,3.1999991251968,11.900001,6
CHEMBL154620,O94806,5.15836249209525,9.941638,5
CHEMBL156776,O94806,5.00432137378264,10.095679,5
CHEMBL1614701,O94806,4.0,11.1,6
CHEMBL1614705,O94806,4.0,11.1,6
CHEMBL162,O94806,0.621804049523719,14.478196,8
CHEMBL1624529,O94806,4.0,11.1,6
CHEMBL162621,O94806,0.301029995663981,14.79897,8
CHEMBL162903,O94806,1.0,14.1,8
CHEMBL163269,O94806,1.0,14.1,8
CHEMBL1682540,O94806,2.90000096515347,12.199999,7
CHEMBL1682552,O94806,3.59999981394342,11.5,6
CHEMBL1682553,O94806,3.0,12.1,7
CHEMBL16958,O94806,3.38916608436453,11.710834,6
CHEMBL1727312,O94806,4.0,11.1,6
CHEMBL17370,O94806,2.90000096515347,12.199999,7
CHEMBL175225,O94806,4.57978359661681,10.520216,6
CHEMBL177780,O94806,5.0,10.1,5
CHEMBL1789941,O94806,4.0,11.1,6
CHEMBL180022,O94806,3.38021124171161,11.719789,6
CHEMBL183844,O94806,4.0,11.1,6
CHEMBL184847,O94806,4.0,11.1,6
CHEMBL185569,O94806,3.79999976289065,11.3,6
CHEMBL1870106,O94806,2.80000182781797,12.299998,7
CHEMBL1879463,O94806,3.59999981394342,11.5,6
CHEMBL189338,O94806,4.0,11.1,6
CHEMBL1908392,O94806,2.80617997398389,12.29382,7
CHEMBL1908393,O94806,3.8750612633917,11.224939,6
CHEMBL1908394,O94806,3.27875360095283,11.821246,6
CHEMBL1908395,O94806,2.68124123737559,12.418759,7
CHEMBL1908396,O94806,4.0,11.1,6
CHEMBL1908397,O94806,2.89209460269048,12.207905,7
CHEMBL1933288,O94806,2.34044411484012,12.759556,7
CHEMBL193697,O94806,2.80617997398389,12.29382,7
CHEMBL1949855,O94806,3.79999976289065,11.3,6
CHEMBL196363,O94806,3.8999998716658,11.2,6
CHEMBL1964290,O94806,2.30000820255381,12.799992,7
CHEMBL1964413,O94806,4.0,11.1,6
CHEMBL1964441,O94806,3.59999981394342,11.5,6
CHEMBL1964444,O94806,3.10000158280135,11.999998,6
CHEMBL1964644,O94806,4.0,11.1,6
CHEMBL1964687,O94806,3.40000061697638,11.699999,6
CHEMBL1964692,O94806,4.0,11.1,6
CHEMBL1964777,O94806,3.79999976289065,11.3,6
CHEMBL1964804,O94806,2.90000096515347,12.199999,7
CHEMBL1964902,O94806,3.59999981394342,11.5,6
CHEMBL1964948,O94806,3.59999981394342,11.5,6
CHEMBL1965131,O94806,3.0,12.1,7
CHEMBL1965170,O94806,3.59999981394342,11.5,6
CHEMBL1965387,O94806,3.59999981394342,11.5,6
CHEMBL1965423,O94806,1.0,14.1,8
CHEMBL1965570,O94806,3.8999998716658,11.2,6
CHEMBL1965589,O94806,3.1999991251968,11.900001,6
CHEMBL1965631,O94806,3.79999976289065,11.3,6
CHEMBL1965660,O94806,1.80002935924413,13.299971,7
CHEMBL1965836,O94806,1.49996186559619,13.600038,7
CHEMBL1965988,O94806,3.1999991251968,11.900001,6
CHEMBL1966035,O94806,4.0,11.1,6
CHEMBL1966087,O94806,4.0,11.1,6
CHEMBL1966175,O94806,3.59999981394342,11.5,6
CHEMBL1966343,O94806,3.0,12.1,7
CHEMBL1966425,O94806,2.70000239714225,12.399998,7
CHEMBL1966501,O94806,3.50000032134294,11.6,6
CHEMBL1966514,O94806,3.59999981394342,11.5,6
CHEMBL1966628,O94806,0.800029359244134,14.299971,8
CHEMBL1966703,O94806,4.0,11.1,6
CHEMBL1966722,O94806,3.50000032134294,11.6,6
CHEMBL1966808,O94806,4.0,11.1,6
CHEMBL1966842,O94806,3.40000061697638,11.699999,6
CHEMBL1967094,O94806,2.2000018654066,12.899998,7
CHEMBL1967116,O94806,3.79999976289065,11.3,6
CHEMBL1967252,O94806,3.40000061697638,11.699999,6
CHEMBL1967302,O94806,2.2000018654066,12.899998,7
CHEMBL1967513,O94806,3.59999981394342,11.5,6
CHEMBL1967531,O94806,4.0,11.1,6
CHEMBL1967538,O94806,4.60000003212314,10.5,6
CHEMBL1967544,O94806,3.59999981394342,11.5,6
CHEMBL1967560,O94806,4.0,11.1,6
CHEMBL1967564,O94806,4.0,11.1,6
CHEMBL1967720,O94806,3.79999976289065,11.3,6
CHEMBL1967878,O94806,1.70001106232211,13.399989,7
CHEMBL1967887,O94806,2.09999123354468,13.000009,7
CHEMBL1967992,O94806,3.59999981394342,11.5,6
CHEMBL1967998,O94806,1.70001106232211,13.399989,7
CHEMBL1968127,O94806,3.10000158280135,11.999998,6
CHEMBL1968130,O94806,4.5000000466711,10.6,6
CHEMBL1968380,O94806,2.09999123354468,13.000009,7
CHEMBL1968705,O94806,3.1999991251968,11.900001,6
CHEMBL1968791,O94806,3.0,12.1,7
CHEMBL1968868,O94806,3.59999981394342,11.5,6
CHEMBL1968926,O94806,4.0,11.1,6
CHEMBL1968930,O94806,2.2000018654066,12.899998,7
CHEMBL1969049,O94806,4.0,11.1,6
CHEMBL1969126,O94806,2.80000182781797,12.299998,7
CHEMBL1969190,O94806,3.79999976289065,11.3,6
CHEMBL1969301,O94806,4.0,11.1,6
CHEMBL1969483,O94806,3.59999981394342,11.5,6
CHEMBL1969502,O94806,2.80000182781797,12.299998,7
CHEMBL1969523,O94806,2.2000018654066,12.899998,7
CHEMBL1969537,O94806,3.69999979755458,11.4,6
CHEMBL1969588,O94806,2.2000018654066,12.899998,7
CHEMBL1969735,O94806,2.70000239714225,12.399998,7
CHEMBL1969843,O94806,4.0,11.1,6
CHEMBL1969879,O94806,4.0,11.1,6
CHEMBL1969942,O94806,3.59999981394342,11.5,6
CHEMBL1970104,O94806,4.0,11.1,6
CHEMBL1970203,O94806,4.0,11.1,6
CHEMBL1970217,O94806,4.0,11.1,6
CHEMBL1970290,O94806,2.60000308662774,12.499997,7
CHEMBL1970314,O94806,4.0,11.1,6
CHEMBL1970317,O94806,3.59999981394342,11.5,6
CHEMBL1970352,O94806,3.59999981394342,11.5,6
CHEMBL1970369,O94806,4.0,11.1,6
CHEMBL1970522,O94806,3.8999998716658,11.2,6
CHEMBL1970709,O94806,4.0,11.1,6
CHEMBL1970806,O94806,4.0,11.1,6
CHEMBL1970913,O94806,4.0,11.1,6
CHEMBL1971029,O94806,0.899820502427096,14.200179,8
CHEMBL1971132,O94806,3.59999981394342,11.5,6
CHEMBL1971141,O94806,4.0,11.1,6
CHEMBL1971149,O94806,4.0,11.1,6
CHEMBL1971186,O94806,2.30000820255381,12.799992,7
CHEMBL1971223,O94806,3.59999981394342,11.5,6
CHEMBL1971289,O94806,3.40000061697638,11.699999,6
CHEMBL1971519,O94806,4.89999998101469,10.2,5
CHEMBL1971534,O94806,4.60000003212314,10.5,6
CHEMBL1971606,O94806,3.59999981394342,11.5,6
CHEMBL1971649,O94806,4.0,11.1,6
CHEMBL1971694,O94806,4.0,11.1,6
CHEMBL1971943,O94806,3.50000032134294,11.6,6
CHEMBL1972142,O94806,4.0,11.1,6
CHEMBL1972183,O94806,4.0,11.1,6
CHEMBL1972220,O94806,3.59999981394342,11.5,6
CHEMBL1972258,O94806,3.50000032134294,11.6,6
CHEMBL1972276,O94806,3.8999998716658,11.2,6
CHEMBL1972290,O94806,1.10002573010786,13.999974,8
CHEMBL1972339,O94806,2.40000234592796,12.699998,7
CHEMBL1972355,O94806,2.90000096515347,12.199999,7
CHEMBL1972489,O94806,4.0,11.1,6
CHEMBL1972568,O94806,4.0,11.1,6
CHEMBL1972576,O94806,4.0,11.1,6
CHEMBL1972584,O94806,3.79999976289065,11.3,6
CHEMBL1972659,O94806,4.0,11.1,6
CHEMBL1972820,O94806,4.0,11.1,6
CHEMBL1972937,O94806,4.0,11.1,6
CHEMBL1972988,O94806,3.59999981394342,11.5,6
CHEMBL1973016,O94806,3.59999981394342,11.5,6
CHEMBL1973098,O94806,3.79999976289065,11.3,6
CHEMBL1973138,O94806,3.59999981394342,11.5,6
CHEMBL1973145,O94806,4.0,11.1,6
CHEMBL1973348,O94806,4.0,11.1,6
CHEMBL1973359,O94806,2.60000308662774,12.499997,7
CHEMBL1973363,O94806,3.50000032134294,11.6,6
CHEMBL1973483,O94806,3.59999981394342,11.5,6
CHEMBL1973516,O94806,3.05000066196748,12.049999,7
CHEMBL1973720,O94806,0.699837725867246,14.400162,8
CHEMBL1973793,O94806,3.59999981394342,11.5,6
CHEMBL1973808,O94806,3.59999981394342,11.5,6
CHEMBL1973937,O94806,3.50000032134294,11.6,6
CHEMBL1973961,O94806,3.59999981394342,11.5,6
CHEMBL1974157,O94806,4.0,11.1,6
CHEMBL1974254,O94806,4.0,11.1,6
CHEMBL1974310,O94806,3.1999991251968,11.900001,6
CHEMBL1974328,O94806,1.89998456254939,13.200015,7
CHEMBL1974416,O94806,3.40000061697638,11.699999,6
CHEMBL1974574,O94806,3.59999981394342,11.5,6
CHEMBL1974664,O94806,4.0,11.1,6
CHEMBL1974702,O94806,4.0,11.1,6
CHEMBL1974803,O94806,4.0,11.1,6
CHEMBL1974870,O94806,0.599883072073688,14.500117,8
CHEMBL1974998,O94806,3.59999981394342,11.5,6
CHEMBL1975121,O94806,3.79999990697171,11.3,6
CHEMBL1975138,O94806,4.0,11.1,6
CHEMBL1975208,O94806,4.0,11.1,6
CHEMBL1975212,O94806,4.19999994726155,10.9,6
CHEMBL1975233,O94806,3.29999949611698,11.800001,6
CHEMBL1975357,O94806,4.0,11.1,6
CHEMBL197538,O94806,4.47712125471966,10.622879,6
CHEMBL1975490,O94806,3.69999979755458,11.4,6
CHEMBL1975500,O94806,3.8999998716658,11.2,6
CHEMBL1975534,O94806,3.29999949611698,11.800001,6
CHEMBL1975903,O94806,3.59999981394342,11.5,6
CHEMBL1975921,O94806,4.29999993144297,10.8,6
CHEMBL1975923,O94806,3.29999949611698,11.800001,6
CHEMBL1975927,O94806,3.59999981394342,11.5,6
CHEMBL197603,O94806,4.39794000867204,10.70206,6
CHEMBL1976040,O94806,3.0,12.1,7
CHEMBL1976090,O94806,2.90000096515347,12.199999,7
CHEMBL1976093,O94806,3.50000032134294,11.6,6
CHEMBL1976134,O94806,2.80000182781797,12.299998,7
CHEMBL1976196,O94806,3.59999981394342,11.5,6
CHEMBL1976220,O94806,3.69999979755458,11.4,6
CHEMBL1976420,O94806,3.79999976289065,11.3,6
CHEMBL1976455,O94806,2.90000096515347,12.199999,7
CHEMBL1976936,O94806,2.70000239714225,12.399998,7
CHEMBL1977128,O94806,3.59999981394342,11.5,6
CHEMBL1977134,O94806,3.59999981394342,11.5,6
CHEMBL1977138,O94806,3.0,12.1,7
CHEMBL1977148,O94806,4.0,11.1,6
CHEMBL1977223,O94806,3.40000061697638,11.699999,6
CHEMBL1977346,O94806,4.0,11.1,6
CHEMBL1977604,O94806,4.0,11.1,6
CHEMBL1977634,O94806,3.59999981394342,11.5,6
CHEMBL1977681,O94806,2.30000820255381,12.799992,7
CHEMBL1977713,O94806,4.0,11.1,6
CHEMBL1977749,O94806,3.59999981394342,11.5,6
CHEMBL1977814,O94806,3.59999981394342,11.5,6
CHEMBL1977931,O94806,4.60000003212314,10.5,6
CHEMBL1978014,O94806,4.0,11.1,6
CHEMBL1978195,O94806,2.90000096515347,12.199999,7
CHEMBL1978200,O94806,3.1999991251968,11.900001,6
CHEMBL1978267,O94806,3.59999981394342,11.5,6
CHEMBL1978271,O94806,3.59999981394342,11.5,6
CHEMBL1978371,O94806,3.59999981394342,11.5,6
CHEMBL1978448,O94806,3.29999949611698,11.800001,6
CHEMBL1979057,O94806,3.8999998716658,11.2,6
CHEMBL1979093,O94806,3.79999976289065,11.3,6
CHEMBL1979252,O94806,4.0,11.1,6
CHEMBL1979357,O94806,4.0,11.1,6
CHEMBL1979516,O94806,4.0,11.1,6
CHEMBL1979577,O94806,3.50000032134294,11.6,6
CHEMBL1979690,O94806,2.0,13.1,7
CHEMBL1979773,O94806,3.59999981394342,11.5,6
CHEMBL1979855,O94806,4.0,11.1,6
CHEMBL1979883,O94806,3.50000032134294,11.6,6
CHEMBL1979970,O94806,4.0,11.1,6
CHEMBL1980144,O94806,4.0,11.1,6
CHEMBL1980163,O94806,4.0,11.1,6
CHEMBL1980167,O94806,3.59999981394342,11.5,6
CHEMBL1980178,O94806,2.60000308662774,12.499997,7
CHEMBL1980246,O94806,3.59999981394342,11.5,6
CHEMBL1980253,O94806,1.89998456254939,13.200015,7
CHEMBL1980297,O94806,3.29999949611698,11.800001,6
CHEMBL1980329,O94806,3.59999981394342,11.5,6
CHEMBL1980407,O94806,1.20002926655377,13.899971,8
CHEMBL1980435,O94806,3.59999981394342,11.5,6
CHEMBL1980540,O94806,4.0,11.1,6
CHEMBL1980671,O94806,3.8999998716658,11.2,6
CHEMBL1980704,O94806,4.0,11.1,6
CHEMBL1980896,O94806,3.50000032134294,11.6,6
CHEMBL1981047,O94806,2.70000239714225,12.399998,7
CHEMBL1981079,O94806,1.89998456254939,13.200015,7
CHEMBL1981133,O94806,2.30000820255381,12.799992,7
CHEMBL1981492,O94806,4.69999997086091,10.4,6
CHEMBL1981720,O94806,3.0,12.1,7
CHEMBL1981725,O94806,1.5999921775841,13.500008,7
CHEMBL1981782,O94806,3.0,12.1,7
