Drug_ID,SMILES,PubChem CID
CHEMBL1242573,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,24905244
CHEMBL1242574,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,24905201
CHEMBL1242656,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,24905315
CHEMBL1242657,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,24905309
CHEMBL1242658,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCNC1,24905310
CHEMBL1242659,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,24905298
CHEMBL1242660,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC,24905177
CHEMBL1242661,CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,24905207
CHEMBL1242662,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,135947979
CHEMBL1242663,CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,24905220
CHEMBL1242664,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,24905212
CHEMBL1242665,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,24905246
CHEMBL1242666,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,52945348
CHEMBL1242748,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,24905319
CHEMBL1242749,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,24905320
CHEMBL1242750,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,24905327
CHEMBL1242751,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,24905178
CHEMBL1242752,CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC,52945630
CHEMBL1242753,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,52940797
CHEMBL1242754,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,24905200
CHEMBL1242755,Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,24905211
CHEMBL1242756,Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,24905204
CHEMBL1242757,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,24905190
CHEMBL1242758,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,24905191
CHEMBL1242844,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1,24905301
CHEMBL1242845,Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,24905307
CHEMBL1242846,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,24905179
CHEMBL1242847,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,24905168
CHEMBL1242848,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,24905252
CHEMBL1242852,CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,24905185
CHEMBL1242853,CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,24905187
CHEMBL1242977,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1,46929544
CHEMBL1243200,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3ccccc3Nc3ccccc3)cc2)n1,46929748
CHEMBL1243326,CNc1nccc(-c2cccnc2Oc2ccc(Nc3nnc(-c4ccc(F)cc4)c4ccccc34)cc2)n1,46929857
CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,3038522
CHEMBL1254007,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21,15949613
CHEMBL1256459,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,49836027
CHEMBL1258913,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,11847343
CHEMBL125898,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCOCC1,10231458
CHEMBL1270230,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,24809764
CHEMBL1270399,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1,46868971
CHEMBL1270795,CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,25094210
CHEMBL1271480,O=c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)c[nH]1,50899556
CHEMBL1271532,c1cc(-c2cnc3c(-c4cn[nH]c4)cnn3c2)ccc1OCCN1CCOCC1,52945752
CHEMBL1271533,Nc1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,52945753
CHEMBL1271641,Oc1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1O,52944268
CHEMBL1271642,NS(=O)(=O)c1ccc(Nc2ncc(-c3ccc(O)c(O)c3)o2)cc1,52941849
CHEMBL1271692,NS(=O)(=O)c1ccc(Nc2ncc(-c3ccc(=O)[nH]c3)o2)cc1,52947964
CHEMBL1272116,CC(C)c1[nH]nc(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,49765254
CHEMBL1272171,CC(C)c1[nH]nc(C(F)(F)F)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,49840306
CHEMBL127277,O=C1NC(O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,465921
CHEMBL127898,Cn1cncc1C(OCc1c(-c2ccc(OC(F)(F)F)cc2)cc(C#N)c(=O)n1C)c1ccc(C#N)cc1,44352395
CHEMBL127929,CCOC(=O)CSc1cnc(NC(C)=O)s1,5329660
CHEMBL1287853,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,16722836
CHEMBL1288582,COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,136183413
CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,6450551
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,35370
CHEMBL1290072,COc1ccc(CNc2ccnc3oc4ccccc4c23)cc1,50908681
CHEMBL1290746,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,49838879
CHEMBL129946,CCN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44353122
CHEMBL130049,COC(=O)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352928
CHEMBL130163,CO[C@H]1[C@@H](N(C)C(C)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352951
CHEMBL130181,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@@H](O)NC4=O,44352847
CHEMBL130208,CO[C@H]1[C@@H](N(C)C(=O)c2cccc([N+](=O)[O-])c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352930
CHEMBL131020,CO[C@H]1[C@@H](N(C)S(C)(=O)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352818
CHEMBL131193,CO[C@H]1[C@@H](N(C)Cc2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352770
CHEMBL131426,CO[C@H]1[C@@H](N(C)CCC#N)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352772
CHEMBL131456,COC(=O)CN1Cc2c(c3c4ccccc4n4c3c3c2c2ccccc2n3[C@]2(C)O[C@H]4C[C@H](N(C)C(=O)c3ccccc3)[C@@H]2OC)C1=O,44352791
CHEMBL131577,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,9927718
CHEMBL131590,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2Cl)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352914
CHEMBL131715,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352785
CHEMBL132169,COc1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,44352844
CHEMBL132170,CO[C@H]1[C@@H](N(C)C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44352845
CHEMBL132348,CO[C@H]1[C@@H](N(C)CC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44353100
CHEMBL132533,O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,44355298
CHEMBL133209,O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,44355276
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,216239
CHEMBL134536,C[C@H]1O[C@@H](n2c3cc(O)ccc3c3c4c(c5c6ccc(O)cc6[nH]c5c32)C(=O)N(NC(CO)CO)C4=O)[C@H](O)[C@@H](O)[C@@H]1O,44355373
CHEMBL135491,O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,13009345
CHEMBL135492,O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,10053929
CHEMBL135881,O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@@H](C(O)CO)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,44355300
CHEMBL135970,O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,13009351
CHEMBL1375418,Cc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,2727469
CHEMBL1375640,Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,2744272
CHEMBL1381197,Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,6620116
CHEMBL139517,O=C1NC(=O)c2c1c1c3cccc(Cl)c3[nH]c1c1[nH]c3c(Cl)cccc3c21,5480817
CHEMBL140600,C[C@@]12O[C@@H](C[C@@]1(O)C(=O)O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,9981346
CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,445840
CHEMBL1419458,Nc1nonc1-n1nnc(C(=O)NN=Cc2ccncc2)c1-c1ccccc1,1035509
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,3062316
CHEMBL14217,O=[N+]([O-])c1ccc(Cl)c(-c2nccc3c2[nH]c2ccccc23)c1,44269404
CHEMBL1421720,O=C(Cc1cccs1)Nc1nc2ccccc2s1,718180
CHEMBL142425,C[C@H](O)CNc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)cc2)ccn1,9863786
CHEMBL143703,O=C(Nc1ccccc1)Nc1ccccn1,221427
CHEMBL14445,Cc1nccc2c1[nH]c1cc(F)ccc12,44269392
CHEMBL144479,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3N1Cc1ccccc1,44364058
CHEMBL144598,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CCC[C@@H]3N1Cc1ccccc1,44363906
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,4477
CHEMBL1461728,O=C(Nc1ccc2[nH]ncc2c1)c1cccc(F)c1,6466450
CHEMBL146564,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1COC[C@@H]3N1,44364138
CHEMBL1472492,CCCCCCCCCCCCCCCCn1cc[n+](Cc2ccccc2)c1C,10436840
CHEMBL1474834,Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1,44223970
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,160355
CHEMBL147986,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CCC[C@@H]3N1,44364178
CHEMBL148333,CNCCNS(=O)(=O)c1cccc2cnccc12,3540
CHEMBL148471,O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)Cc1ccccc1-3,11809063
CHEMBL150894,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,10275001
CHEMBL151546,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,5329656
CHEMBL1516890,Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,16219401
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,6398883
CHEMBL154620,COC1C(CO)OC(n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)N(CCCCOC(=O)CBr)C4=O)C(O)C1O,44370466
CHEMBL156776,COC1C(COC(=O)CBr)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O,44370150
CHEMBL160030,N=C(N)SCCCn1cc(C2=CC(=O)NC2=O)c2ccccc21,44375773
CHEMBL1614701,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,10127622
CHEMBL1614705,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,10364560
CHEMBL1614725,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,11620908
CHEMBL161832,N=C(N)SCCCn1c(-c2ccccc2)c(C2=CC(=O)NC2=O)c2ccccc21,15289411
CHEMBL162,CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44299148
CHEMBL1624529,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,481696
CHEMBL162621,N#CC1=C(c2c(-c3cc4ccccc4s3)n(CCCSC(=N)N)c3ccccc23)C(=O)NC1=O,44376059
CHEMBL162903,N#CC1=C(c2c(-c3cc4ccccc4s3)n(CCCN)c3ccccc23)C(=O)NC1=O,20079626
CHEMBL163269,Br.N=C(N)SCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2ccccc21,49796826
CHEMBL163629,CNC(=O)OCCCn1c(-c2cc3ccccc3s2)c(C2=C(C#N)C(=O)NC2=O)c2ccccc21,44375702
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,445154
CHEMBL1650533,CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,53317913
CHEMBL1650545,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1,25145145
CHEMBL1650551,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,52920796
CHEMBL1651521,COc1cc(O)c2c(c1)CCC[C@H](O)CC(=O)/C=C\C[C@H](C)OC2=O,53324451
CHEMBL1651523,COc1cc(O)c2c(c1)CCCCCC(=O)/C=C\C[C@H](C)OC2=O,49842779
CHEMBL1668418,COc1cc(O)c2c(c1)/C=C/CCCC(=O)/C=C/C[C@H](C)OC2=O,49842666
CHEMBL1668419,COc1cc(O)c2c(c1)CCCCCC(=O)/C=C/C[C@H](C)OC2=O,49842778
CHEMBL1682341,c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,25165085
CHEMBL1682345,c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,25165861
CHEMBL1682346,Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,25164469
CHEMBL1682357,c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,25164675
CHEMBL1682358,Nc1n[nH]c2ccc(-c3cc(Cc4ccccc4)no3)cc12,25165278
CHEMBL1682359,CCCc1cc(-c2ccc3[nH]ncc3c2)on1,25164677
CHEMBL1682360,c1cc2[nH]ncc2cc1-c1cc(CN2CCCCC2)no1,25165081
CHEMBL1682540,c1cnc2nc(-c3ccc4[nH]ncc4c3)cn2c1,25167280
CHEMBL1682545,c1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1,25167075
CHEMBL1682546,c1ccc(CNc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1,25167078
CHEMBL1682552,c1cnc2nc(-c3ccc4[nH]ncc4c3)c(NC3CCCCC3)n2c1,25167072
CHEMBL1682553,CC(C)Nc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,25167074
CHEMBL1682554,CCCCNc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,25167277
CHEMBL1682558,Fc1ccc(-c2ncn(CCN3CCOCC3)c2-c2ccc3[nH]ncc3c2)cc1,25165481
CHEMBL1684800,COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2N)cc1,52938983
CHEMBL1688215,Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,46215814
CHEMBL16958,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,3815
CHEMBL1721885,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,10138259
CHEMBL1727312,O=C1Nc2ccccc2Nc2ccccc21,201327
CHEMBL17370,CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,9841863
CHEMBL1738710,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O,11683817
CHEMBL1738758,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,49792852
CHEMBL175225,Oc1cc2cccc[n+]2c2c(Cl)cccc12.[Cl-],9795307
CHEMBL1765740,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,46215815
CHEMBL1765781,CNc1cncc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCC[C@H]4CN4CCCC4)cc3)c2)n1,52936621
CHEMBL1766529,CC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,50997096
CHEMBL1774056,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,53232451
CHEMBL177688,OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5330387
CHEMBL177780,CCCCCCC(C)CCCCCCCCCCC[C@@H]1N[C@@H](CO)[C@@H]1O,9999186
CHEMBL1779202,CC1(C)c2cc(C3CCN(C4COC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,53357328
CHEMBL1784637,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,46864270
CHEMBL1784725,CCOC(=O)C1=C2C(=NC1=O)c1cccc3cccc2c13,53257410
CHEMBL178737,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,11248978
CHEMBL1788116,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,11422034
CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,25126798
CHEMBL180022,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,9915743
CHEMBL1802358,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,135398522
CHEMBL1807446,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,10048045
CHEMBL1813632,O=C(Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,53357848
CHEMBL1822792,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,44137946
CHEMBL1823221,CCc1cc2c(cc1N1CCN(C3COC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,49806721
CHEMBL1825138,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,11597571
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,53235510
CHEMBL1835870,Nc1nc(Nc2ccc(C3CCC(N4CCOCC4)CC3)cc2)nn1-c1ccccn1,11604142
CHEMBL183844,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C)c1,5329902
CHEMBL184847,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)cc1C,5329895
CHEMBL185238,Cc1cccc(-c2[nH]ncc2-c2ccc3ncccc3n2)n1,449054
CHEMBL185569,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,5329880
CHEMBL186290,Cc1cc2c3c(c1)c(C1=C(c4cnc5ccccn45)C(=O)NC1=O)cn3CCN(C(=O)N1CCCCC1)C2,44396134
CHEMBL1870106,CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CCC(N)C3)c21,49831047
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,11977753
CHEMBL188386,OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5330388
CHEMBL188502,Clc1cccc(Nc2cncc(-c3cncc(NCCCc4cccnc4)c3)n2)c1,5330390
CHEMBL1890036,CC(=NNC(=O)c1nnn(-c2nonc2N)c1-c1ccccc1)c1ccco1,3453237
CHEMBL189338,Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN[C@@H](C)C3)nc2n2cncc12,9844320
CHEMBL189584,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,1401
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,5330286
CHEMBL1908391,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,10074640
CHEMBL1908392,CN1CCN(CC(=O)N(C)c2ccc(/N=C(\c3ccccc3)c3c(O)[nH]c4ccccc34)cc2)CC1,136242661
CHEMBL1908393,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)NC5=CCC(F)C=C5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,57399640
CHEMBL1908394,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,15983966
CHEMBL1908395,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCCCC3)c2)CC1,11676971
CHEMBL1908396,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,9869779
CHEMBL1908397,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,11427553
CHEMBL190984,CN(C)CCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5330389
CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,5330790
CHEMBL191336,OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,9863538
CHEMBL1916359,[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)ccnc2c1-c1c(Cl)cccc1Cl,24896769
CHEMBL1916891,Cc1ccccc1Nc1nc2cc(F)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12,57394653
CHEMBL1922094,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,25254071
CHEMBL1922224,Cc1ccc(O)cc1CC[C@@H]1[C@@H](O)CC[C@]2(C)[C@@H]([C@H](C)/C=C/CC(C)C)CC[C@@H]12,54764923
CHEMBL1922225,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)C(=O)CC[C@]12C)C(C)C,10047202
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,53384644
CHEMBL1933288,C[C@@H]1CCNC(=O)c2cc3ccc(C(=O)Nc4nc5ccccc5n4CCCN(C)C)cc3n21,53246941
CHEMBL1933538,O=C(c1cc2cc(F)ccc2[nH]1)N1C[C@]2(CCN(C3CCCNC3)C2)c2ccccc21,57396882
CHEMBL1933550,O=C(c1cc2ccc(F)cc2[nH]1)N1C[C@]2(CCN(C3CCNC3)C2)c2ccccc21,56835089
