Drug_ID,Protein_ID,KIBA_affinity
CHEMBL1965910,P00533,3.299999496
CHEMBL508928,Q05513,3.899999872
CHEMBL1992536,Q8NE63,3.899999872
CHEMBL1990254,O96013,3.699999798
CHEMBL535,Q6ZN16,3.113943352
CHEMBL1991008,P35968,4.699999971
CHEMBL1997846,P11362,3.599999814
CHEMBL223460,P36888,3.700000308
CHEMBL1965836,Q8N4C8,1.800029359
CHEMBL2003638,O75116,3.0
CHEMBL263188,P17252,4.875061263
CHEMBL260135,P51957,3.799999763
CHEMBL91829,Q00526,4.0
CHEMBL1999714,Q08881,3.199999125
CHEMBL1988153,P07948,3.199999125
CHEMBL483526,P00533,0.230448921
CHEMBL1974998,Q9Y4K4,3.599999814
CHEMBL1967560,Q9UM73,3.500000321
CHEMBL1992555,Q7KZI7,3.899999872
CHEMBL1995172,P41743,3.699999798
CHEMBL1999714,Q7L7X3,4.0
CHEMBL1983630,P17612,4.699999971
CHEMBL2007064,P31751,3.899999872
CHEMBL1982982,P11309,3.899999872
CHEMBL1682552,P11309,2.69356967
CHEMBL1982700,P35968,3.400000617
CHEMBL601719,O14730,3.602059991
CHEMBL1988537,P27448,3.799999763
CHEMBL1972576,O75582,3.199999125
CHEMBL1968070,O60674,3.199999125
CHEMBL1992634,P07949,3.100001583
CHEMBL1990223,Q06418,3.500000321
CHEMBL1994361,O75116,3.899999872
CHEMBL2006188,P08069,3.299999496
CHEMBL221959,Q05655,3.650514998
CHEMBL475251,Q8NG66,2.230448921
CHEMBL1982167,O15264,3.799999763
CHEMBL2338333,Q16539,5.0
CHEMBL450786,Q15139,4.0
CHEMBL461876,P29317,3.500000321
CHEMBL1241681,P35968,3.643452676
CHEMBL2005548,P11362,3.699999798
CHEMBL574738,O75716,4.0
CHEMBL383541,P10721,4.698970004
CHEMBL1966816,Q14680,3.199999125
CHEMBL189963,Q16539,3.599999814
CHEMBL1997534,P23443,2.600003087
CHEMBL412142,P17948,2.600003087
CHEMBL261849,Q13164,4.0
CHEMBL1968380,O00444,3.599999814
CHEMBL1289926,Q86Z02,4.0
CHEMBL1973937,P08581,3.500000321
CHEMBL1967720,Q15303,2.700002397
CHEMBL377408,P08069,3.0
CHEMBL296468,Q9BUB5,3.579783597
CHEMBL554,P51813,4.0
CHEMBL2004355,O14965,3.799999763
CHEMBL1994693,Q86V86,3.899999872
CHEMBL2006564,O94806,2.800001828
CHEMBL1977374,Q16644,4.0
CHEMBL1970314,P06493,3.899999872
CHEMBL1977223,O43293,2.099991234
CHEMBL1978271,P48729,3.599999814
CHEMBL1996791,P49841,3.500000321
CHEMBL1789941,P19784,3.51851394
CHEMBL1934327,Q02763,4.0
CHEMBL1989265,P28482,3.899999872
CHEMBL296586,Q7KZI7,3.0
CHEMBL406845,P35968,2.600003087
CHEMBL522892,Q9BYT3,4.0
CHEMBL1983393,Q16539,3.599999814
CHEMBL1624529,Q8NE63,3.899999872
CHEMBL394790,Q9H3Y6,3.199999125
CHEMBL1969523,P49137,3.199999125
CHEMBL1972152,Q9Y4K4,3.899999872
CHEMBL1965589,Q9NWZ3,4.0
CHEMBL424872,P68400,3.799999763
CHEMBL2002323,P08581,3.500000321
CHEMBL1973348,Q13464,4.0
CHEMBL1996923,P51955,4.0
CHEMBL1969561,Q13464,2.500003068
CHEMBL1984038,Q13557,3.799999763
CHEMBL91829,P36896,4.0
CHEMBL1614701,Q13188,4.0
CHEMBL264406,P41743,5.0
CHEMBL1972937,P08581,3.500000321
CHEMBL124660,Q8IVH8,4.0
CHEMBL396523,Q15303,2.600003087
CHEMBL513846,Q9BZL6,3.799999763
CHEMBL1973893,P48730,3.899999872
CHEMBL1988300,P05129,3.899999872
CHEMBL2000832,Q06418,3.299999496
CHEMBL1969755,Q13557,3.799999763
CHEMBL259084,Q14289,3.301029996
CHEMBL1994318,Q16539,2.500003068
CHEMBL1991138,Q13555,3.799999763
CHEMBL1975787,Q9H4B4,3.199999125
CHEMBL1975903,P49840,2.500003068
CHEMBL162,O43283,2.322219295
CHEMBL1975233,Q13557,3.799999763
CHEMBL31965,P53778,4.0
CHEMBL1993243,Q8NE63,3.899999872
CHEMBL1970074,P53350,3.199999125
CHEMBL2003638,P36888,2.700002397
CHEMBL1996831,Q96GD4,2.700002397
CHEMBL1994241,Q96GD4,3.0
CHEMBL2001584,P53667,3.500000321
CHEMBL81170,Q05513,4.397940009
CHEMBL1375418,P15735,3.699999798
CHEMBL1981047,Q96PF2,3.199999125
CHEMBL2001957,P07333,3.400000617
CHEMBL259084,Q13188,3.899999881
CHEMBL415049,Q07912,3.599999814
CHEMBL1965170,P50750,3.199999125
CHEMBL223460,P06493,3.949999936
CHEMBL482767,Q9H4B4,3.899999872
CHEMBL113185,P05771,2.176091259
CHEMBL451401,Q08881,4.199999947
CHEMBL1908391,P53779,4.0
CHEMBL223367,Q14289,3.199999125
CHEMBL10,O43781,3.799999763
CHEMBL245769,P36888,2.184691431
CHEMBL428690,P22607,4.0
CHEMBL2001149,P50613,3.599999814
CHEMBL1991577,O43293,2.300008203
CHEMBL21156,Q9HAZ1,1.899984563
CHEMBL1991867,P45983,4.799999969
CHEMBL1972576,Q96PF2,3.199999125
CHEMBL1967302,P17948,2.600003087
CHEMBL262433,Q13237,3.199999125
CHEMBL1908396,P04626,4.0
CHEMBL1242294,P00533,2.245512668
CHEMBL2002723,P52333,3.299999496
CHEMBL477772,Q16832,1.991226076
CHEMBL1992242,P12931,3.699999798
CHEMBL2006785,P30530,3.299999496
CHEMBL1287853,O96017,4.0
CHEMBL1991078,Q16644,4.0
CHEMBL608154,P17948,4.0
CHEMBL1516890,P68400,3.100001583
CHEMBL1984711,P30530,3.0
CHEMBL535,Q6DT37,4.0
CHEMBL1968406,P48729,3.799999763
CHEMBL485556,O14965,3.799999763
CHEMBL91829,P54764,4.0
CHEMBL2002702,Q9HBH9,4.0
CHEMBL1977374,O75116,3.899999872
CHEMBL402846,Q05655,3.899999872
CHEMBL1908395,P36894,4.0
CHEMBL2007296,Q13627,3.799999763
CHEMBL1972158,Q05513,3.899999872
CHEMBL279405,O94806,4.698970004
CHEMBL1979057,O00444,1.599992178
CHEMBL1242201,P42345,1.602059991
CHEMBL1972158,P07949,3.100001583
CHEMBL386051,P28482,4.0
CHEMBL1965631,Q13464,3.699999798
CHEMBL208118,P54619,4.0
CHEMBL1287853,Q6PHR2,2.462397998
CHEMBL1975923,Q05397,3.500000321
CHEMBL180022,P53778,4.0
CHEMBL1995712,Q16513,2.600003087
CHEMBL1996208,P52333,3.699999798
CHEMBL1682540,P53667,4.0
CHEMBL249697,P15056,4.0
CHEMBL1972119,Q7KZI7,3.899999872
CHEMBL1981215,P11309,3.799999763
CHEMBL296468,P14616,4.0
CHEMBL1964937,P22607,3.299999496
CHEMBL1241683,P48736,2.264817823
CHEMBL565612,Q9H3Y6,3.199999125
CHEMBL1996066,Q96KB5,4.0
CHEMBL2004637,Q9Y463,2.900000965
CHEMBL2003286,P06213,3.699999798
CHEMBL1971017,Q9HBY8,3.500000321
CHEMBL1972937,Q9UEE5,3.599999814
CHEMBL514499,Q13131,3.699999798
CHEMBL1976220,Q9HAZ1,2.300008203
CHEMBL116963,Q13555,5.0
CHEMBL2063926,O14965,4.0
CHEMBL1996176,Q13627,3.299999496
CHEMBL278041,Q9BYT3,4.0
CHEMBL1988437,Q08881,3.199999125
CHEMBL91829,Q02779,4.0
CHEMBL215152,P04626,3.41673379
CHEMBL1988387,P51957,2.500003068
CHEMBL1991846,P49137,3.899999872
CHEMBL1992740,O95819,4.0
CHEMBL296468,Q8NE63,4.0
CHEMBL1988594,P53667,3.299999496
CHEMBL475251,Q16584,1.041392685
CHEMBL1984206,P07333,3.199999125
CHEMBL1993904,P29376,2.700002397
CHEMBL535,P27037,4.0
CHEMBL1984700,P10721,3.100001583
CHEMBL2001257,P23443,1.700011062
CHEMBL1996979,P51957,3.100001583
CHEMBL1998112,P07948,2.300008203
CHEMBL1995211,P04629,3.400000617
CHEMBL1971947,Q15303,3.599999814
CHEMBL1970913,Q13237,3.199999125
CHEMBL2006567,P11362,3.699999798
CHEMBL1969372,P22607,3.299999496
CHEMBL302449,P49137,3.899999872
CHEMBL1967887,O15264,3.899999872
CHEMBL483526,P54760,0.146128036
CHEMBL1973098,P51451,3.199999125
CHEMBL560813,P51812,3.899999872
CHEMBL1994538,O75116,3.899999872
CHEMBL1981782,Q9H2G2,4.0
CHEMBL1990482,P48729,3.799999763
CHEMBL1987648,P49840,3.899999872
CHEMBL1992242,Q13188,3.899999872
CHEMBL1991728,Q15303,3.599999814
CHEMBL1969523,O14757,2.099991234
CHEMBL1988537,Q16513,3.0
CHEMBL306380,Q16539,3.223579016
CHEMBL1988437,P08581,3.199999125
CHEMBL296586,Q08881,3.199999125
CHEMBL1994669,O43293,1.10002573
CHEMBL1979577,Q9H2G2,2.300008203
CHEMBL1965836,Q13557,1.400019635
CHEMBL1966204,Q00535,0.800029359
CHEMBL1242025,P54760,4.086359831
CHEMBL248757,O60285,3.176958981
CHEMBL1970074,P17612,3.899999872
CHEMBL1989423,Q05397,4.799999969
CHEMBL1908393,P29376,2.041392685
CHEMBL1966501,P11309,3.799999763
CHEMBL440084,O75582,4.0
CHEMBL2005475,P29597,3.299999496
CHEMBL482538,P34947,3.799999763
CHEMBL10,Q92772,4.0
CHEMBL1421,Q02156,4.0
CHEMBL196363,Q96PF2,3.199999125
CHEMBL1971141,Q8NE63,3.899999872
CHEMBL1242657,P42338,2.635483747
CHEMBL1969843,P00533,3.299999496
CHEMBL1980763,Q7L7X3,3.799999763
CHEMBL1988594,P08581,3.0
CHEMBL1995813,P42685,3.199999125
CHEMBL261720,P19525,3.204119983
CHEMBL1979690,P17948,1.899984563
CHEMBL601719,O96017,4.0
CHEMBL180022,P31751,4.0
CHEMBL1974870,Q9UM73,3.100001583
CHEMBL38380,P07948,3.199999125
CHEMBL1973860,Q00535,3.899999872
CHEMBL31965,P07332,4.0
CHEMBL2002649,P12931,3.299999496
CHEMBL1984711,Q13464,4.0
CHEMBL1988608,P27448,3.799999763
CHEMBL1908394,Q6XUX3,4.0
CHEMBL1969561,Q13555,3.799999763
CHEMBL214198,P49841,4.0
CHEMBL1908397,Q13177,3.431363764
CHEMBL523559,P00533,4.397940009
CHEMBL1995592,P49137,3.899999872
CHEMBL379835,P12931,3.699999798
CHEMBL1994938,P06239,1.200029267
CHEMBL225519,Q9H2X6,2.300008203
CHEMBL1975500,P06239,3.299999496
CHEMBL255863,Q13627,4.0
CHEMBL1991138,Q96SB4,3.899999872
CHEMBL1979357,O94806,4.0
CHEMBL1984236,Q16288,3.500000321
CHEMBL1998551,Q13557,3.799999763
CHEMBL1986530,P51812,3.899999872
CHEMBL1982610,P53778,3.799999763
CHEMBL1994864,Q13882,3.400000617
CHEMBL601719,P54760,2.623295008
CHEMBL191336,P19784,4.0
CHEMBL1727312,Q16513,3.899999872
CHEMBL231209,Q96GD4,0.899820502
CHEMBL1966808,O00444,3.599999814
CHEMBL2005886,Q9HAZ1,1.700011062
CHEMBL2002446,Q13976,3.0
CHEMBL2000433,Q16644,4.0
CHEMBL1993661,P06241,2.500003068
CHEMBL377300,Q96GD4,4.0
CHEMBL1682345,P12931,3.699999798
CHEMBL1964692,O15530,3.599999814
CHEMBL1996500,Q5VT25,4.0
CHEMBL1998470,P11362,3.599999814
CHEMBL450786,Q15759,4.0
CHEMBL1234833,P14616,3.255272505
CHEMBL406845,Q9HBY8,3.799999763
CHEMBL1908393,P22694,4.0
CHEMBL271381,P29317,2.600003087
CHEMBL1998121,Q8IW41,3.199999125
CHEMBL1997872,P04629,3.400000617
CHEMBL1241579,P42336,3.209515015
CHEMBL1966722,Q13627,3.699999798
CHEMBL1993548,P31749,3.400000617
CHEMBL384304,Q6DT37,4.0
CHEMBL2000685,P36888,3.400000617
CHEMBL1980995,Q16288,0.301029996
CHEMBL1967094,Q05397,3.199999125
CHEMBL1985580,O14757,3.899999872
CHEMBL1966035,P68400,3.799999763
CHEMBL1972276,Q05513,3.899999872
CHEMBL464552,P51955,4.0
CHEMBL1986781,Q7KZI7,3.899999872
CHEMBL1908391,Q99755,4.0
CHEMBL1980540,Q7KZI7,3.899999872
CHEMBL223460,P24941,3.949999936
CHEMBL1972568,Q86V86,3.899999872
CHEMBL1984586,P07333,3.400000617
CHEMBL1972355,Q14164,3.299999496
CHEMBL180022,O75460,4.0
CHEMBL1984402,P49840,3.899999872
CHEMBL2006580,Q9NWZ3,4.0
CHEMBL1970217,O14757,3.699999798
CHEMBL1682553,Q8TDC3,4.0
CHEMBL2006456,P36888,1.10002573
CHEMBL2006188,Q9Y4K4,3.899999872
CHEMBL573339,P24723,4.0
CHEMBL119385,P04626,3.701157204
CHEMBL1975534,P16591,3.199999125
CHEMBL1908391,Q92918,4.0
CHEMBL1968406,Q96PF2,3.199999125
CHEMBL1966343,P30530,3.299999496
CHEMBL360847,P50613,3.400000617
CHEMBL1984038,Q8TDC3,4.0
CHEMBL1998193,O43781,3.799999763
CHEMBL1090360,P45984,1.400019635
CHEMBL482538,Q5S007,3.0
CHEMBL249097,P54756,0.477121255
CHEMBL1975418,O96017,3.299999496
CHEMBL1999321,Q06187,3.100001583
CHEMBL245968,P06239,4.698970004
CHEMBL1789941,Q13177,4.0
CHEMBL1966816,P42685,2.099991234
CHEMBL213618,P22694,-1.0
CHEMBL296468,Q13555,4.0
CHEMBL2006010,Q9UEE5,3.599999814
CHEMBL288441,Q00537,4.0
CHEMBL245212,P22694,4.012837225
CHEMBL2004290,P45984,3.599999814
CHEMBL1975903,Q5S007,2.800001828
CHEMBL1421720,O43293,3.699999798
CHEMBL243088,P51812,3.199999125
CHEMBL272453,P53350,3.899999872
CHEMBL1997197,P52333,3.699999798
CHEMBL278041,P12931,4.0
CHEMBL1976220,Q05655,3.899999872
CHEMBL2003341,P48729,3.799999763
CHEMBL941,Q9BQI3,4.0
CHEMBL522892,P49840,3.849999899
CHEMBL1966816,Q9P1W9,3.100001583
CHEMBL1977749,P34947,3.599999814
CHEMBL1991429,P48729,3.799999763
CHEMBL1988163,P49137,3.899999872
CHEMBL1973893,P16591,3.199999125
CHEMBL2002479,P78368,2.500003068
CHEMBL339799,P24723,2.40654018
CHEMBL1992555,Q5VT25,4.0
CHEMBL1980489,Q13131,2.800001828
CHEMBL211378,Q9Y243,4.0
CHEMBL1993722,P51451,3.199999125
CHEMBL1989805,O96013,3.699999798
CHEMBL1974310,Q13976,3.299999496
CHEMBL1977749,P49840,3.599999814
CHEMBL1993941,O15075,4.0
CHEMBL1908393,Q9H093,4.0
CHEMBL1991434,Q8TDC3,4.0
CHEMBL1993584,Q9P1W9,3.199999125
CHEMBL1967094,Q7KZI7,3.400000617
CHEMBL1997872,Q86V86,3.899999872
CHEMBL1968791,Q16513,3.899999872
CHEMBL1990885,Q14289,2.099991234
CHEMBL1992042,Q14164,3.500000321
CHEMBL337642,Q13554,4.0
CHEMBL180022,Q08345,4.0
CHEMBL1336,Q07002,4.0
CHEMBL1992342,P04626,3.199999125
CHEMBL1973142,Q9HCP0,3.799999763
CHEMBL2000894,Q13555,3.500000321
CHEMBL1979093,Q05397,3.199999125
CHEMBL1967992,P06241,3.799999763
CHEMBL147986,Q05655,1.447158031
CHEMBL210618,P53779,1.716003344
CHEMBL1974803,Q8NE63,3.100001583
CHEMBL1996208,Q96GD4,3.799999763
CHEMBL104067,P22607,4.477121255
CHEMBL2003524,Q9NWZ3,4.0
CHEMBL1991143,P53778,3.799999763
CHEMBL1982992,P08069,3.299999496
CHEMBL1996791,P42679,3.299999496
CHEMBL1972183,P06213,3.699999798
CHEMBL1989646,Q13464,2.800001828
CHEMBL572881,P08069,4.0
CHEMBL1996111,P53667,4.0
CHEMBL377383,O94806,3.899999872
CHEMBL1336,Q59H18,2.447158031
CHEMBL513846,P24941,2.900000965
CHEMBL1983945,P51817,2.500003068
CHEMBL1974935,O43781,2.600003087
CHEMBL2003785,O96013,4.299999931
CHEMBL2002992,Q96KB5,3.699999798
CHEMBL1992634,P06241,2.900000965
CHEMBL1968380,Q9HAZ1,3.400000617
CHEMBL1614701,Q9UQB9,4.0
CHEMBL1971141,Q16513,3.899999872
CHEMBL261849,P54764,4.0
CHEMBL1992937,Q08881,2.600003087
CHEMBL1988075,Q16513,3.899999872
CHEMBL1983006,Q13153,4.0
CHEMBL521851,O14965,4.0
CHEMBL2002373,P53778,3.799999763
CHEMBL1966703,Q05655,3.899999872
CHEMBL1977134,Q02750,3.500000321
CHEMBL1336,Q02763,3.322219295
CHEMBL1991674,Q14012,3.199999125
CHEMBL99743,O15264,4.477121255
CHEMBL1994538,P07333,3.400000617
CHEMBL1998112,Q9NWZ3,4.0
CHEMBL521851,P51955,4.0
CHEMBL602471,P10721,4.698970004
CHEMBL2002690,O94806,3.599999814
CHEMBL1998110,P00519,3.400000617
CHEMBL1970189,Q9Y243,4.0
CHEMBL360847,P08581,3.400000617
CHEMBL1984711,P17948,2.300008203
CHEMBL310179,P24723,4.397940009
CHEMBL1989267,Q9Y463,3.199999125
CHEMBL1973483,Q9HBY8,4.0
CHEMBL300138,O14733,4.0
CHEMBL1967513,P00519,3.299999496
CHEMBL535331,Q96SB4,3.899999872
CHEMBL1994040,P06213,3.699999798
CHEMBL1968791,P28482,3.899999872
CHEMBL210887,Q13554,3.899999872
CHEMBL1977346,Q16644,4.0
CHEMBL1993877,Q14164,3.500000321
CHEMBL2000568,P34947,3.599999814
CHEMBL1969502,P28482,2.400002346
CHEMBL1236107,P49761,4.0
CHEMBL1979883,P31749,3.899999872
CHEMBL1990496,Q9UHD2,3.500000321
CHEMBL1976732,P51957,3.799999763
CHEMBL6246,O00444,3.472756449
CHEMBL1980297,P16234,-0.100179498
CHEMBL249697,Q99683,4.0
CHEMBL1983348,O14757,3.299999496
CHEMBL1987648,Q9BZL6,3.899999872
CHEMBL572878,O75914,3.51851394
CHEMBL91829,P49674,4.0
CHEMBL1964804,O75582,3.299999496
CHEMBL1721885,Q8TDR2,0.913813852
CHEMBL2002479,P06213,3.699999798
CHEMBL558752,P51955,4.0
CHEMBL1965660,Q16288,3.100001583
CHEMBL1977148,Q05655,3.899999872
CHEMBL1982563,P04629,3.400000617
CHEMBL1992732,P23443,3.799999763
CHEMBL311201,Q05655,4.397940009
CHEMBL440084,P21709,4.0
CHEMBL1979357,Q05655,3.500000321
CHEMBL296586,O00311,2.0
CHEMBL1908394,Q13705,4.0
CHEMBL1971029,O43293,2.800001828
CHEMBL2003482,Q9HBY8,4.0
CHEMBL1984206,P10721,3.100001583
CHEMBL1965988,Q13555,3.199999125
CHEMBL1990496,O75582,3.299999496
CHEMBL1967531,P68400,3.799999763
CHEMBL1974702,P11309,2.400002346
CHEMBL386760,P11362,2.041392685
CHEMBL1998953,P16234,3.299999496
CHEMBL2010872,P07333,1.892094603
CHEMBL1516890,P49841,3.299999496
CHEMBL2006188,P42679,3.299999496
CHEMBL1979554,P51812,1.599992178
CHEMBL454440,P08069,3.934498451
CHEMBL1986781,O00444,3.599999814
CHEMBL497151,P51617,2.900000965
CHEMBL1971017,P27448,3.500000321
CHEMBL31965,Q15835,4.0
CHEMBL1982122,Q9Y6M4,3.199999125
CHEMBL196363,P11309,4.0
CHEMBL2003785,Q5S007,3.299999496
CHEMBL1982361,O15075,4.0
CHEMBL1997340,Q08881,3.199999125
CHEMBL2004118,P17948,3.599999814
CHEMBL450786,Q9NYL2,4.0
CHEMBL540848,P17612,3.413734276
CHEMBL576982,P11362,4.0
CHEMBL1981744,P49841,0.899820502
CHEMBL215652,P19784,4.0
CHEMBL226471,Q9Y4K4,2.800001828
CHEMBL1969664,Q13554,3.899999872
CHEMBL458997,Q9H0K1,2.800001828
CHEMBL1975121,O43293,3.699999798
CHEMBL1991356,P78368,3.899999872
CHEMBL210928,P23443,3.813037283
CHEMBL261849,O00238,4.0
CHEMBL1975208,Q9H2X6,3.500000321
CHEMBL2006276,Q9Y4K4,3.899999872
CHEMBL300138,P49760,2.633468456
CHEMBL508928,Q96PF2,3.199999125
CHEMBL2004290,P31749,3.899999872
CHEMBL1994724,Q07912,3.599999814
CHEMBL522892,P29317,3.750000161
CHEMBL1908394,P21709,4.0
CHEMBL1969735,P06493,3.899999872
CHEMBL1972365,Q9H4B4,4.899999981
CHEMBL1980297,P15735,3.699999798
CHEMBL2000894,P27448,3.799999763
CHEMBL271190,P11802,4.698970004
CHEMBL1997129,Q13131,1.499961866
CHEMBL184847,P45984,3.599999814
CHEMBL1971029,P51617,1.499961866
CHEMBL1236107,O15075,4.0
CHEMBL17370,P78368,3.699999798
CHEMBL10,P33981,3.397940009
CHEMBL2002165,Q05513,3.899999872
CHEMBL1974480,P51812,3.400000617
CHEMBL1996176,O96013,3.699999798
CHEMBL398951,O14965,3.199999125
CHEMBL2001288,P07949,3.100001583
CHEMBL249697,P11802,4.0
CHEMBL91829,P50750,4.0
CHEMBL1999749,P51451,1.10002573
CHEMBL464552,O75676,4.0
CHEMBL1973808,P06213,3.699999798
CHEMBL1999112,P78368,3.899999872
CHEMBL316264,Q14289,3.199999125
CHEMBL601719,O96013,4.0
CHEMBL1974288,Q00535,3.799999763
CHEMBL144479,P17252,3.698970004
CHEMBL103667,Q8IYT8,4.0
CHEMBL1995740,Q9UEE5,1.400019635
CHEMBL1966279,P07949,3.100001583
CHEMBL2004892,Q8N4C8,3.899999872
CHEMBL1981079,Q13153,4.0
CHEMBL28657,Q02156,4.602059991
CHEMBL1964687,Q5VT25,3.799999763
CHEMBL162,Q05655,0.003634285
CHEMBL522785,P35968,3.278753601
CHEMBL2002446,Q96KB5,3.899999872
CHEMBL1969537,P43405,3.199999125
CHEMBL2001751,Q9NWZ3,2.400002346
CHEMBL1970104,Q06187,3.100001583
CHEMBL1979577,Q13237,3.199999125
CHEMBL234085,P48729,3.599999814
CHEMBL1241773,P48736,2.934498451
CHEMBL95692,Q13464,4.0
CHEMBL1721885,P29597,3.707570176
CHEMBL1984367,P17948,2.600003087
CHEMBL1982982,O95819,3.299999496
CHEMBL334064,O94806,5.301029996
CHEMBL437747,P51451,3.199999125
CHEMBL440084,Q9NSY1,4.0
CHEMBL1991078,Q9UHD2,1.400019635
CHEMBL1975233,Q9HBY8,4.0
CHEMBL1995592,O96017,4.0
CHEMBL1964290,Q8TDC3,4.0
CHEMBL1966343,Q06418,3.299999496
CHEMBL1965660,P27448,2.700002397
CHEMBL1970709,Q86V86,3.899999872
CHEMBL1989029,Q13555,3.599999814
CHEMBL1994308,P49841,3.599999814
CHEMBL1986603,P05129,3.899999872
CHEMBL1966808,P27448,3.799999763
CHEMBL1727312,P51812,3.899999872
CHEMBL445813,P27037,4.0
CHEMBL209534,Q13131,4.0
CHEMBL553,Q8TBX8,3.0
CHEMBL103667,O75460,4.0
CHEMBL2005478,Q00535,3.500000321
CHEMBL1159467,O94806,4.204119983
CHEMBL2005899,P00519,2.800001828
CHEMBL1890036,P31751,3.899999872
CHEMBL2004716,P31749,3.899999872
CHEMBL1984274,Q9BZL6,4.0
CHEMBL1236107,P08922,4.0
CHEMBL1991728,Q5VT25,2.500003068
CHEMBL1236126,P27448,3.799999763
CHEMBL1987007,Q13464,4.0
CHEMBL1986263,O60674,1.899984563
CHEMBL1982413,P36507,3.500000321
CHEMBL483321,Q8TD19,4.0
CHEMBL2001547,Q13627,3.799999763
CHEMBL1983070,P49840,3.599999814
CHEMBL2006010,P29317,3.500000321
CHEMBL50894,P29597,3.299999496
CHEMBL1996176,P11309,3.799999763
CHEMBL525191,P23443,4.0
CHEMBL1977041,Q13627,2.700002397
CHEMBL1668418,P09619,3.963787827
CHEMBL521470,P06213,0.973127854
CHEMBL2003524,O75116,3.899999872
CHEMBL1992306,O14965,2.700002397
CHEMBL1967116,O00444,1.10002573
CHEMBL402548,P31749,4.0
CHEMBL1989267,P52333,3.699999798
CHEMBL1993781,P51817,1.2999429
CHEMBL213423,P45983,4.0
CHEMBL1973013,Q16539,3.599999814
CHEMBL1993584,P52333,3.199999125
CHEMBL2002432,P50613,3.199999125
CHEMBL10,P12931,3.406540146
CHEMBL1974310,P52333,3.199999125
CHEMBL288441,Q96L34,4.0
CHEMBL2007044,P51812,2.600003087
CHEMBL1984586,Q9H2X6,2.500003068
CHEMBL1994938,P42679,3.299999496
CHEMBL1991138,Q9UEE5,3.599999814
CHEMBL379835,P29317,3.500000321
CHEMBL362814,Q13555,3.397940009
CHEMBL460472,O75582,5.0
CHEMBL1975128,P17948,2.600003087
CHEMBL1967544,P24941,3.899999872
CHEMBL1970709,O94806,4.0
CHEMBL495727,Q15118,1.0
CHEMBL1988995,Q9HBY8,4.0
CHEMBL1968606,Q96GD4,2.800001828
CHEMBL1972250,Q16644,4.0
CHEMBL75680,Q05513,5.0
CHEMBL1965845,P12931,3.299999496
CHEMBL226471,Q8TDC3,3.100001583
CHEMBL288441,P06213,4.0
CHEMBL1970913,Q05655,3.899999872
CHEMBL601719,Q13163,4.0
CHEMBL289959,O95819,4.600000032
CHEMBL81603,P05129,4.397940009
CHEMBL2007097,P09619,4.799999969
CHEMBL1973211,O60674,3.0
CHEMBL2004647,Q9NYL2,3.899999872
CHEMBL1971519,P06239,4.0
CHEMBL1969561,Q13131,2.500003068
CHEMBL1242029,P00519,3.230448921
CHEMBL2001288,P22607,3.299999496
CHEMBL383172,P43405,4.698970004
CHEMBL1908392,Q8NG66,4.0
CHEMBL1974416,Q9BZL6,3.500000321
CHEMBL1975647,Q9Y4K4,3.899999872
CHEMBL1996208,Q13153,4.0
CHEMBL1999811,O15530,3.599999814
CHEMBL398951,Q9UQM7,3.899999872
CHEMBL1986970,P29597,3.299999496
CHEMBL1789941,O75460,3.397940009
CHEMBL1974254,Q9H2G2,2.600003087
CHEMBL1974254,P53350,3.899999872
CHEMBL2004355,O15111,3.599999814
CHEMBL1979176,Q13153,4.0
CHEMBL509032,Q13464,1.684115542
CHEMBL1727312,P48730,3.899999872
CHEMBL468280,P52333,3.199999125
CHEMBL2333365,Q14289,4.0
CHEMBL2001957,Q7L7X3,3.699999798
CHEMBL1682552,P78368,2.700002397
CHEMBL1970352,P53667,2.500003068
CHEMBL1991640,P22607,3.299999496
CHEMBL127898,Q13188,3.899999872
CHEMBL1971649,Q13131,3.199999125
CHEMBL494089,Q8IVW4,4.0
CHEMBL131590,Q15139,2.361727836
CHEMBL1991180,P48730,3.599999814
CHEMBL1984162,P51617,3.899999872
CHEMBL553,P48729,3.799999907
CHEMBL2005548,P31749,3.899999872
CHEMBL1992673,P04629,4.799999969
CHEMBL432622,Q05513,5.301029996
CHEMBL1289926,O95747,4.0
CHEMBL1968380,P07948,3.199999125
CHEMBL2004513,Q9NYL2,3.899999872
CHEMBL1977931,Q8IU85,4.799999969
CHEMBL477772,P15056,2.748395658
CHEMBL1975500,Q13554,3.299999496
CHEMBL1975233,Q9UM73,3.100001583
CHEMBL1999428,P07333,3.400000617
CHEMBL91829,P20794,4.0
CHEMBL1980489,Q16644,4.0
CHEMBL1969561,Q8IW41,3.199999125
CHEMBL1991728,P07333,3.400000617
CHEMBL458997,P78368,3.899999872
CHEMBL2007266,Q00535,3.500000321
CHEMBL2001288,O94806,4.0
CHEMBL10,P08069,3.649999748
CHEMBL2002992,Q05397,3.500000321
CHEMBL1976090,Q9UEE5,1.599992178
CHEMBL210928,P51617,3.899999872
CHEMBL1971141,Q15303,3.599999814
CHEMBL223360,P09619,0.795049963
CHEMBL255863,Q9UK32,4.0
CHEMBL50894,P12931,2.600003087
CHEMBL2111784,P45984,2.416640507
CHEMBL1614701,P45985,4.0
CHEMBL291975,Q05655,3.62324929
CHEMBL365847,P24941,2.361727836
CHEMBL183844,P30530,3.0
CHEMBL562488,P22607,4.299999931
