Drug_ID,Protein_ID,KIBA_affinity,Drug_Cluster_ID,Protein_Cluster_ID
CHEMBL1991434,P15735,3.699999798,Cluster_59,Cluster_17
CHEMBL1991674,P15735,3.699999798,Cluster_61,Cluster_17
CHEMBL1991678,P15735,3.699999798,Cluster_198,Cluster_17
CHEMBL1991800,P15735,3.699999798,Cluster_454,Cluster_17
CHEMBL1992242,P15735,3.699999798,Cluster_58,Cluster_17
CHEMBL1992323,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL1992342,P15735,3.699999798,Cluster_524,Cluster_17
CHEMBL1992634,P15735,2.400002346,Cluster_466,Cluster_17
CHEMBL1992740,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL1992937,P15735,3.500000321,Cluster_408,Cluster_17
CHEMBL1993424,P15735,3.599999814,Cluster_424,Cluster_17
CHEMBL1993584,P15735,3.500000321,Cluster_502,Cluster_17
CHEMBL1993661,P15735,1.700011062,Cluster_-1,Cluster_17
CHEMBL1993722,P15735,3.699999798,Cluster_221,Cluster_17
CHEMBL1993941,P15735,3.699999798,Cluster_203,Cluster_17
CHEMBL1994040,P15735,3.699999798,Cluster_483,Cluster_17
CHEMBL1994074,P15735,3.699999798,Cluster_467,Cluster_17
CHEMBL1994526,P15735,3.699999798,Cluster_239,Cluster_17
CHEMBL1995736,P15735,3.699999798,Cluster_63,Cluster_17
CHEMBL1995740,P15735,3.699999798,Cluster_46,Cluster_17
CHEMBL1995813,P15735,2.200001865,Cluster_105,Cluster_17
CHEMBL1995832,P15735,3.699999798,Cluster_198,Cluster_17
CHEMBL1996208,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL1996500,P15735,3.699999798,Cluster_199,Cluster_17
CHEMBL1996791,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL1996817,P15735,3.299999496,Cluster_467,Cluster_17
CHEMBL1996831,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL1996979,P15735,3.699999798,Cluster_318,Cluster_17
CHEMBL1997023,P15735,3.699999798,Cluster_310,Cluster_17
CHEMBL1997025,P15735,3.699999798,Cluster_63,Cluster_17
CHEMBL1997129,P15735,2.200001865,Cluster_125,Cluster_17
CHEMBL1997340,P15735,3.699999798,Cluster_440,Cluster_17
CHEMBL1997503,P15735,3.699999798,Cluster_578,Cluster_17
CHEMBL1997597,P15735,3.699999798,Cluster_524,Cluster_17
CHEMBL1997822,P15735,3.699999798,Cluster_470,Cluster_17
CHEMBL1997846,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL1997872,P15735,3.699999798,Cluster_440,Cluster_17
CHEMBL1998112,P15735,3.699999798,Cluster_205,Cluster_17
CHEMBL1998121,P15735,2.900000965,Cluster_527,Cluster_17
CHEMBL1998159,P15735,3.400000617,Cluster_255,Cluster_17
CHEMBL1998193,P15735,3.699999798,Cluster_599,Cluster_17
CHEMBL1998585,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL1998611,P15735,3.599999814,Cluster_-1,Cluster_17
CHEMBL1998829,P15735,3.699999798,Cluster_318,Cluster_17
CHEMBL1999112,P15735,3.699999798,Cluster_252,Cluster_17
CHEMBL1999321,P15735,3.699999798,Cluster_171,Cluster_17
CHEMBL1999590,P15735,3.699999798,Cluster_135,Cluster_17
CHEMBL1999714,P15735,3.699999798,Cluster_260,Cluster_17
CHEMBL1999718,P15735,3.699999798,Cluster_455,Cluster_17
CHEMBL1999811,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL2000071,P15735,3.299999496,Cluster_467,Cluster_17
CHEMBL2000114,P15735,3.500000321,Cluster_-1,Cluster_17
CHEMBL2000335,P15735,3.699999798,Cluster_373,Cluster_17
CHEMBL2000354,P15735,2.500003068,Cluster_59,Cluster_17
CHEMBL2000393,P15735,2.400002346,Cluster_399,Cluster_17
CHEMBL2000429,P15735,3.699999798,Cluster_475,Cluster_17
CHEMBL2000801,P15735,3.699999798,Cluster_594,Cluster_17
CHEMBL2000832,P15735,2.600003087,Cluster_47,Cluster_17
CHEMBL2000894,P15735,3.699999798,Cluster_445,Cluster_17
CHEMBL2001239,P15735,2.700002397,Cluster_220,Cluster_17
CHEMBL2001485,P15735,3.699999798,Cluster_561,Cluster_17
CHEMBL2001547,P15735,3.699999798,Cluster_199,Cluster_17
CHEMBL2001751,P15735,1.10002573,Cluster_394,Cluster_17
CHEMBL2001920,P15735,3.699999798,Cluster_307,Cluster_17
CHEMBL2001957,P15735,3.699999798,Cluster_510,Cluster_17
CHEMBL2002446,P15735,3.199999125,Cluster_192,Cluster_17
CHEMBL2002479,P15735,3.0,Cluster_250,Cluster_17
CHEMBL2002649,P15735,2.900000965,Cluster_209,Cluster_17
CHEMBL2002682,P15735,3.299999496,Cluster_282,Cluster_17
CHEMBL2002992,P15735,3.699999798,Cluster_239,Cluster_17
CHEMBL2003271,P15735,3.699999798,Cluster_357,Cluster_17
CHEMBL2003286,P15735,3.599999814,Cluster_60,Cluster_17
CHEMBL2003420,P15735,3.699999798,Cluster_599,Cluster_17
CHEMBL2003456,P15735,3.699999798,Cluster_438,Cluster_17
CHEMBL2003482,P15735,3.699999798,Cluster_600,Cluster_17
CHEMBL2003817,P15735,3.699999798,Cluster_614,Cluster_17
CHEMBL2004290,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL2004311,P15735,3.699999798,Cluster_57,Cluster_17
CHEMBL2004365,P15735,3.500000321,Cluster_252,Cluster_17
CHEMBL2004544,P15735,3.699999798,Cluster_424,Cluster_17
CHEMBL2004615,P15735,3.500000321,Cluster_302,Cluster_17
CHEMBL2004716,P15735,3.199999125,Cluster_76,Cluster_17
CHEMBL2004771,P15735,3.699999798,Cluster_155,Cluster_17
CHEMBL2004872,P15735,3.699999798,Cluster_269,Cluster_17
CHEMBL2004892,P15735,3.699999798,Cluster_524,Cluster_17
CHEMBL2004934,P15735,3.699999798,Cluster_280,Cluster_17
CHEMBL2005375,P15735,3.699999798,Cluster_389,Cluster_17
CHEMBL2005475,P15735,3.699999798,Cluster_588,Cluster_17
CHEMBL2005528,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL2005631,P15735,3.699999798,Cluster_76,Cluster_17
CHEMBL2005828,P15735,3.699999798,Cluster_373,Cluster_17
CHEMBL2005886,P15735,2.600003087,Cluster_435,Cluster_17
CHEMBL2005936,P15735,3.699999798,Cluster_148,Cluster_17
CHEMBL2006010,P15735,3.699999798,Cluster_573,Cluster_17
CHEMBL2006156,P15735,3.699999798,Cluster_513,Cluster_17
CHEMBL2006188,P15735,3.699999798,Cluster_280,Cluster_17
CHEMBL2006237,P15735,3.699999798,Cluster_119,Cluster_17
CHEMBL2006263,P15735,3.599999814,Cluster_-1,Cluster_17
CHEMBL2006276,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL2006439,P15735,3.699999798,Cluster_151,Cluster_17
CHEMBL2006493,P15735,3.699999798,Cluster_209,Cluster_17
CHEMBL2006580,P15735,3.699999798,Cluster_433,Cluster_17
CHEMBL2006785,P15735,3.699999798,Cluster_489,Cluster_17
CHEMBL2007002,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL2007044,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL2007296,P15735,3.699999798,Cluster_269,Cluster_17
CHEMBL2007372,P15735,3.699999798,Cluster_29,Cluster_17
CHEMBL2007592,P15735,3.699999798,Cluster_340,Cluster_17
CHEMBL207400,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL208637,P15735,3.699999798,Cluster_5,Cluster_17
CHEMBL211378,P15735,3.699999798,Cluster_520,Cluster_17
CHEMBL213505,P15735,3.699999798,Cluster_325,Cluster_17
CHEMBL215152,P15735,4.0,Cluster_234,Cluster_17
CHEMBL220057,P15735,3.699999798,Cluster_519,Cluster_17
CHEMBL220241,P15735,3.699999798,Cluster_133,Cluster_17
CHEMBL223360,P15735,3.849999899,Cluster_-1,Cluster_17
CHEMBL223367,P15735,3.699999798,Cluster_98,Cluster_17
CHEMBL223460,P15735,3.699999798,Cluster_98,Cluster_17
CHEMBL225519,P15735,3.699999798,Cluster_125,Cluster_17
CHEMBL226403,P15735,3.400000617,Cluster_125,Cluster_17
CHEMBL226471,P15735,3.699999798,Cluster_125,Cluster_17
CHEMBL230011,P15735,4.0,Cluster_-1,Cluster_17
CHEMBL231209,P15735,3.699999798,Cluster_324,Cluster_17
CHEMBL234085,P15735,3.699999798,Cluster_89,Cluster_17
CHEMBL244378,P15735,3.199999125,Cluster_27,Cluster_17
CHEMBL246970,P15735,3.699999798,Cluster_101,Cluster_17
CHEMBL24828,P15735,3.977723605,Cluster_335,Cluster_17
CHEMBL248757,P15735,3.699999798,Cluster_98,Cluster_17
CHEMBL249697,P15735,4.0,Cluster_543,Cluster_17
CHEMBL253969,P15735,3.400000617,Cluster_224,Cluster_17
CHEMBL256835,P15735,3.699999798,Cluster_286,Cluster_17
CHEMBL259084,P15735,4.0,Cluster_530,Cluster_17
CHEMBL260135,P15735,3.699999798,Cluster_565,Cluster_17
CHEMBL261849,P15735,4.0,Cluster_-1,Cluster_17
CHEMBL26501,P15735,4.193820026,Cluster_111,Cluster_17
CHEMBL271381,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL272453,P15735,3.699999798,Cluster_373,Cluster_17
CHEMBL274064,P15735,3.699999798,Cluster_286,Cluster_17
CHEMBL278041,P15735,4.0,Cluster_136,Cluster_17
CHEMBL296468,P15735,3.331378916,Cluster_559,Cluster_17
CHEMBL316264,P15735,3.699999798,Cluster_136,Cluster_17
CHEMBL31965,P15735,4.0,Cluster_-1,Cluster_17
CHEMBL340921,P15735,3.699999798,Cluster_445,Cluster_17
CHEMBL363648,P15735,3.699999798,Cluster_136,Cluster_17
CHEMBL371206,P15735,3.699999798,Cluster_57,Cluster_17
CHEMBL377300,P15735,4.0,Cluster_470,Cluster_17
CHEMBL377383,P15735,3.699999798,Cluster_321,Cluster_17
CHEMBL377408,P15735,3.699999798,Cluster_321,Cluster_17
CHEMBL378627,P15735,3.699999798,Cluster_446,Cluster_17
CHEMBL379835,P15735,3.699999798,Cluster_495,Cluster_17
CHEMBL394619,P15735,3.699999798,Cluster_520,Cluster_17
CHEMBL394790,P15735,3.699999798,Cluster_325,Cluster_17
CHEMBL396523,P15735,3.299999496,Cluster_28,Cluster_17
CHEMBL402846,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL404367,P15735,3.699999798,Cluster_518,Cluster_17
CHEMBL412142,P15735,3.699999798,Cluster_220,Cluster_17
CHEMBL41783,P15735,3.699999798,Cluster_603,Cluster_17
CHEMBL422897,P15735,3.699999798,Cluster_101,Cluster_17
CHEMBL424872,P15735,3.699999798,Cluster_321,Cluster_17
CHEMBL440084,P15735,4.0,Cluster_284,Cluster_17
CHEMBL458997,P15735,2.500003068,Cluster_479,Cluster_17
CHEMBL462120,P15735,3.699999798,Cluster_287,Cluster_17
CHEMBL468280,P15735,3.699999798,Cluster_162,Cluster_17
CHEMBL474432,P15735,3.599999814,Cluster_465,Cluster_17
CHEMBL475251,P15735,3.336563826,Cluster_48,Cluster_17
CHEMBL481491,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL482767,P15735,3.699999798,Cluster_612,Cluster_17
CHEMBL483158,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL483321,P15735,4.0,Cluster_253,Cluster_17
CHEMBL484390,P15735,3.500000321,Cluster_533,Cluster_17
CHEMBL491473,P15735,3.849999899,Cluster_472,Cluster_17
CHEMBL491758,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL494089,P15735,4.0,Cluster_475,Cluster_17
CHEMBL497151,P15735,3.699999798,Cluster_340,Cluster_17
CHEMBL50894,P15735,3.100001583,Cluster_126,Cluster_17
CHEMBL509032,P15735,1.006881927,Cluster_484,Cluster_17
CHEMBL514499,P15735,3.699999798,Cluster_465,Cluster_17
CHEMBL521851,P15735,4.0,Cluster_152,Cluster_17
CHEMBL522892,P15735,3.477121255,Cluster_119,Cluster_17
CHEMBL525191,P15735,4.0,Cluster_323,Cluster_17
CHEMBL526133,P15735,3.699999798,Cluster_610,Cluster_17
CHEMBL538718,P15735,3.403578019,Cluster_111,Cluster_17
CHEMBL539474,P15735,3.699999798,Cluster_214,Cluster_17
CHEMBL553,P15735,3.849999899,Cluster_455,Cluster_17
CHEMBL554,P15735,3.849999899,Cluster_549,Cluster_17
CHEMBL560813,P15735,3.699999798,Cluster_-1,Cluster_17
CHEMBL565612,P15735,3.699999798,Cluster_41,Cluster_17
CHEMBL572881,P15735,4.0,Cluster_-1,Cluster_17
CHEMBL574738,P15735,4.0,Cluster_-1,Cluster_17
CHEMBL576982,P15735,4.0,Cluster_570,Cluster_17
CHEMBL592030,P15735,2.099991234,Cluster_495,Cluster_17
CHEMBL601719,P15735,4.0,Cluster_393,Cluster_17
CHEMBL607707,P15735,3.698970004,Cluster_580,Cluster_17
CHEMBL7064,P15735,2.740621533,Cluster_130,Cluster_17
CHEMBL91829,P15735,4.0,Cluster_141,Cluster_17
CHEMBL95692,P15735,3.699999798,Cluster_286,Cluster_17
CHEMBL10,P16234,3.750000161,Cluster_284,Cluster_6
CHEMBL101253,P16234,2.541136408,Cluster_490,Cluster_6
CHEMBL101311,P16234,3.299999496,Cluster_577,Cluster_6
CHEMBL102301,P16234,2.146128036,Cluster_562,Cluster_6
CHEMBL102346,P16234,1.801029996,Cluster_494,Cluster_6
CHEMBL103055,P16234,3.643452676,Cluster_-1,Cluster_6
CHEMBL104067,P16234,1.928666248,Cluster_562,Cluster_6
CHEMBL104466,P16234,1.880813592,Cluster_-1,Cluster_6
CHEMBL105442,P16234,4.0,Cluster_426,Cluster_6
CHEMBL106966,P16234,2.886490725,Cluster_562,Cluster_6
CHEMBL1091356,P16234,4.698970004,Cluster_122,Cluster_6
CHEMBL1092754,P16234,4.698970004,Cluster_140,Cluster_6
CHEMBL1095626,P16234,4.698970004,Cluster_216,Cluster_6
CHEMBL1095627,P16234,4.698970004,Cluster_570,Cluster_6
CHEMBL115220,P16234,4.0,Cluster_611,Cluster_6
CHEMBL1163016,P16234,1.579783597,Cluster_513,Cluster_6
CHEMBL1164180,P16234,3.100001583,Cluster_107,Cluster_6
CHEMBL1173655,P16234,4.0,Cluster_-1,Cluster_6
CHEMBL117697,P16234,4.699999971,Cluster_432,Cluster_6
CHEMBL119385,P16234,3.686120977,Cluster_419,Cluster_6
CHEMBL120077,P16234,1.653212514,Cluster_154,Cluster_6
CHEMBL1230020,P16234,2.278753601,Cluster_-1,Cluster_6
CHEMBL1240703,P16234,2.954242509,Cluster_-1,Cluster_6
CHEMBL1241674,P16234,2.342422681,Cluster_181,Cluster_6
CHEMBL124660,P16234,1.0901203,Cluster_472,Cluster_6
CHEMBL1254007,P16234,1.544068044,Cluster_-1,Cluster_6
CHEMBL1272116,P16234,4.0,Cluster_-1,Cluster_6
CHEMBL1272171,P16234,4.0,Cluster_510,Cluster_6
CHEMBL1287853,P16234,3.431363764,Cluster_290,Cluster_6
CHEMBL1289926,P16234,-0.292429824,Cluster_234,Cluster_6
CHEMBL1421720,P16234,3.199999125,Cluster_589,Cluster_6
CHEMBL1614701,P16234,4.0,Cluster_-1,Cluster_6
CHEMBL1614725,P16234,4.0,Cluster_581,Cluster_6
CHEMBL162,P16234,-0.374027218,Cluster_65,Cluster_6
CHEMBL1727312,P16234,4.600000032,Cluster_173,Cluster_6
CHEMBL1765781,P16234,3.0,Cluster_203,Cluster_6
CHEMBL1766529,P16234,4.0,Cluster_216,Cluster_6
CHEMBL177688,P16234,2.556302501,Cluster_462,Cluster_6
CHEMBL1789941,P16234,4.0,Cluster_-1,Cluster_6
CHEMBL180022,P16234,4.0,Cluster_236,Cluster_6
CHEMBL1813632,P16234,4.0,Cluster_584,Cluster_6
CHEMBL1822792,P16234,2.0,Cluster_533,Cluster_6
CHEMBL1834657,P16234,3.717124726,Cluster_107,Cluster_6
CHEMBL1870106,P16234,3.400000617,Cluster_475,Cluster_6
CHEMBL1879463,P16234,3.400000617,Cluster_281,Cluster_6
CHEMBL1908392,P16234,1.204119983,Cluster_107,Cluster_6
CHEMBL1908393,P16234,0.653212514,Cluster_395,Cluster_6
CHEMBL1908394,P16234,4.0,Cluster_-1,Cluster_6
CHEMBL1908395,P16234,1.431363764,Cluster_550,Cluster_6
CHEMBL1908396,P16234,-0.30980392,Cluster_388,Cluster_6
CHEMBL1908397,P16234,2.113943352,Cluster_390,Cluster_6
CHEMBL191336,P16234,4.0,Cluster_490,Cluster_6
CHEMBL1929238,P16234,4.477121255,Cluster_123,Cluster_6
CHEMBL1933288,P16234,2.980457892,Cluster_581,Cluster_6
CHEMBL1945559,P16234,4.0,Cluster_579,Cluster_6
CHEMBL1949855,P16234,3.0,Cluster_516,Cluster_6
CHEMBL196363,P16234,-0.579688826,Cluster_520,Cluster_6
CHEMBL1964441,P16234,0.399673721,Cluster_188,Cluster_6
CHEMBL1964902,P16234,3.400000617,Cluster_449,Cluster_6
CHEMBL1964948,P16234,3.400000617,Cluster_531,Cluster_6
CHEMBL1965170,P16234,0.198657087,Cluster_386,Cluster_6
CHEMBL1965387,P16234,1.899984563,Cluster_221,Cluster_6
CHEMBL1965660,P16234,3.400000617,Cluster_357,Cluster_6
CHEMBL1966175,P16234,3.400000617,Cluster_89,Cluster_6
CHEMBL1967252,P16234,4.500000047,Cluster_-1,Cluster_6
CHEMBL1967513,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1967538,P16234,5.0,Cluster_-1,Cluster_6
CHEMBL1967720,P16234,4.0,Cluster_532,Cluster_6
CHEMBL1967878,P16234,1.0,Cluster_382,Cluster_6
CHEMBL1967992,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1967998,P16234,2.200001865,Cluster_191,Cluster_6
CHEMBL1968705,P16234,3.299999496,Cluster_-1,Cluster_6
CHEMBL1968868,P16234,3.400000617,Cluster_455,Cluster_6
CHEMBL1969156,P16234,4.799999969,Cluster_52,Cluster_6
CHEMBL1969942,P16234,2.800001828,Cluster_527,Cluster_6
CHEMBL1970290,P16234,2.400002346,Cluster_557,Cluster_6
CHEMBL1970317,P16234,1.700011062,Cluster_203,Cluster_6
CHEMBL1970352,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1971132,P16234,2.600003087,Cluster_202,Cluster_6
CHEMBL1971289,P16234,3.400000617,Cluster_51,Cluster_6
CHEMBL1971606,P16234,3.400000617,Cluster_280,Cluster_6
CHEMBL1971943,P16234,3.400000617,Cluster_221,Cluster_6
CHEMBL1972220,P16234,0.399673721,Cluster_133,Cluster_6
CHEMBL1972355,P16234,2.800001828,Cluster_422,Cluster_6
CHEMBL1973138,P16234,3.400000617,Cluster_533,Cluster_6
CHEMBL1973359,P16234,2.300008203,Cluster_345,Cluster_6
CHEMBL1973363,P16234,3.199999125,Cluster_518,Cluster_6
CHEMBL1973516,P16234,3.350000057,Cluster_153,Cluster_6
CHEMBL1973720,P16234,3.100001583,Cluster_61,Cluster_6
CHEMBL1973793,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1973961,P16234,3.400000617,Cluster_290,Cluster_6
CHEMBL1974328,P16234,3.100001583,Cluster_303,Cluster_6
CHEMBL1975121,P16234,3.400000617,Cluster_269,Cluster_6
CHEMBL1975212,P16234,2.700002397,Cluster_52,Cluster_6
CHEMBL1975903,P16234,3.400000617,Cluster_401,Cluster_6
CHEMBL1975921,P16234,3.699999798,Cluster_516,Cluster_6
CHEMBL1975923,P16234,3.100001583,Cluster_480,Cluster_6
CHEMBL1975927,P16234,2.400002346,Cluster_49,Cluster_6
CHEMBL1976040,P16234,3.400000617,Cluster_513,Cluster_6
CHEMBL1976196,P16234,3.400000617,Cluster_587,Cluster_6
CHEMBL1976420,P16234,3.400000617,Cluster_287,Cluster_6
CHEMBL1977134,P16234,1.200029267,Cluster_-1,Cluster_6
CHEMBL1977138,P16234,3.199999125,Cluster_-1,Cluster_6
CHEMBL1977634,P16234,3.400000617,Cluster_449,Cluster_6
CHEMBL1977749,P16234,3.400000617,Cluster_341,Cluster_6
CHEMBL1977931,P16234,4.500000047,Cluster_460,Cluster_6
CHEMBL1978195,P16234,3.400000617,Cluster_346,Cluster_6
CHEMBL1978271,P16234,3.0,Cluster_451,Cluster_6
CHEMBL1978371,P16234,3.199999125,Cluster_-1,Cluster_6
CHEMBL1978448,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1979577,P16234,4.0,Cluster_561,Cluster_6
CHEMBL1979690,P16234,2.300008203,Cluster_191,Cluster_6
CHEMBL1979773,P16234,2.900000965,Cluster_558,Cluster_6
CHEMBL1980167,P16234,3.400000617,Cluster_557,Cluster_6
CHEMBL1980246,P16234,3.400000617,Cluster_259,Cluster_6
CHEMBL1980297,P16234,-0.100179498,Cluster_133,Cluster_6
CHEMBL1980329,P16234,2.700002397,Cluster_-1,Cluster_6
CHEMBL1980407,P16234,2.099991234,Cluster_319,Cluster_6
CHEMBL1980671,P16234,4.600000032,Cluster_127,Cluster_6
CHEMBL1981047,P16234,3.299999496,Cluster_379,Cluster_6
CHEMBL1981133,P16234,3.400000617,Cluster_546,Cluster_6
CHEMBL1981492,P16234,4.899999981,Cluster_-1,Cluster_6
CHEMBL1981792,P16234,3.400000617,Cluster_573,Cluster_6
CHEMBL1982413,P16234,2.900000965,Cluster_-1,Cluster_6
CHEMBL1982700,P16234,3.400000617,Cluster_400,Cluster_6
CHEMBL1982753,P16234,3.199999125,Cluster_357,Cluster_6
CHEMBL1983070,P16234,3.400000617,Cluster_282,Cluster_6
CHEMBL1983111,P16234,2.0,Cluster_193,Cluster_6
CHEMBL1983268,P16234,3.400000617,Cluster_72,Cluster_6
CHEMBL1983348,P16234,3.400000617,Cluster_541,Cluster_6
CHEMBL1983393,P16234,3.400000617,Cluster_612,Cluster_6
CHEMBL1983575,P16234,2.800001828,Cluster_604,Cluster_6
CHEMBL1983630,P16234,4.600000032,Cluster_173,Cluster_6
CHEMBL1983640,P16234,0.499687083,Cluster_-1,Cluster_6
CHEMBL1983715,P16234,2.400002346,Cluster_350,Cluster_6
CHEMBL1983945,P16234,3.400000617,Cluster_499,Cluster_6
CHEMBL1983980,P16234,3.100001583,Cluster_587,Cluster_6
CHEMBL1984038,P16234,3.400000617,Cluster_48,Cluster_6
CHEMBL1984236,P16234,2.700002397,Cluster_537,Cluster_6
CHEMBL1984760,P16234,3.400000617,Cluster_402,Cluster_6
CHEMBL1984842,P16234,3.400000617,Cluster_475,Cluster_6
CHEMBL1985042,P16234,5.0,Cluster_461,Cluster_6
CHEMBL1985206,P16234,3.0,Cluster_128,Cluster_6
CHEMBL1985367,P16234,3.400000617,Cluster_462,Cluster_6
CHEMBL1985681,P16234,3.400000617,Cluster_317,Cluster_6
CHEMBL1986177,P16234,3.400000617,Cluster_612,Cluster_6
CHEMBL1986265,P16234,3.0,Cluster_202,Cluster_6
CHEMBL1986590,P16234,3.199999125,Cluster_235,Cluster_6
CHEMBL1986756,P16234,3.400000617,Cluster_498,Cluster_6
CHEMBL1986851,P16234,1.400019635,Cluster_-1,Cluster_6
CHEMBL1986899,P16234,2.600003087,Cluster_490,Cluster_6
CHEMBL1986943,P16234,3.0,Cluster_61,Cluster_6
CHEMBL1987430,P16234,3.400000617,Cluster_469,Cluster_6
CHEMBL1987998,P16234,3.400000617,Cluster_202,Cluster_6
CHEMBL1988437,P16234,0.800029359,Cluster_234,Cluster_6
CHEMBL1988581,P16234,1.700011062,Cluster_-1,Cluster_6
CHEMBL1989043,P16234,3.400000617,Cluster_191,Cluster_6
CHEMBL1989267,P16234,1.599992178,Cluster_396,Cluster_6
CHEMBL1989471,P16234,3.400000617,Cluster_209,Cluster_6
CHEMBL1990223,P16234,2.300008203,Cluster_377,Cluster_6
CHEMBL1990496,P16234,3.400000617,Cluster_584,Cluster_6
CHEMBL1990590,P16234,3.400000617,Cluster_385,Cluster_6
CHEMBL1991008,P16234,4.699999971,Cluster_542,Cluster_6
CHEMBL1991410,P16234,3.400000617,Cluster_443,Cluster_6
CHEMBL1991674,P16234,3.199999125,Cluster_61,Cluster_6
CHEMBL1991678,P16234,3.400000617,Cluster_198,Cluster_6
CHEMBL1991734,P16234,2.0,Cluster_554,Cluster_6
CHEMBL1991782,P16234,4.699999971,Cluster_128,Cluster_6
CHEMBL1992073,P16234,3.400000617,Cluster_89,Cluster_6
CHEMBL1992125,P16234,3.100001583,Cluster_48,Cluster_6
CHEMBL1992581,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1992673,P16234,3.899999872,Cluster_-1,Cluster_6
CHEMBL1992937,P16234,3.400000617,Cluster_408,Cluster_6
CHEMBL1993413,P16234,3.400000617,Cluster_443,Cluster_6
CHEMBL1993634,P16234,2.900000965,Cluster_451,Cluster_6
CHEMBL1993661,P16234,2.500003068,Cluster_-1,Cluster_6
CHEMBL1993904,P16234,3.400000617,Cluster_345,Cluster_6
CHEMBL1994318,P16234,2.500003068,Cluster_531,Cluster_6
CHEMBL1994526,P16234,3.400000617,Cluster_239,Cluster_6
CHEMBL1994555,P16234,3.400000617,Cluster_287,Cluster_6
CHEMBL1994808,P16234,5.0,Cluster_436,Cluster_6
CHEMBL1994977,P16234,3.400000617,Cluster_451,Cluster_6
CHEMBL1995211,P16234,3.400000617,Cluster_366,Cluster_6
CHEMBL1995765,P16234,4.099999858,Cluster_130,Cluster_6
CHEMBL1995916,P16234,4.799999969,Cluster_294,Cluster_6
CHEMBL1996048,P16234,3.199999125,Cluster_-1,Cluster_6
CHEMBL1996176,P16234,3.400000617,Cluster_235,Cluster_6
CHEMBL1996500,P16234,3.400000617,Cluster_199,Cluster_6
CHEMBL1996510,P16234,3.400000617,Cluster_166,Cluster_6
CHEMBL1996576,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1996702,P16234,2.800001828,Cluster_46,Cluster_6
CHEMBL1997007,P16234,3.400000617,Cluster_402,Cluster_6
CHEMBL1997193,P16234,3.400000617,Cluster_397,Cluster_6
CHEMBL1997275,P16234,3.400000617,Cluster_466,Cluster_6
CHEMBL1997335,P16234,2.300008203,Cluster_283,Cluster_6
CHEMBL1997611,P16234,3.100001583,Cluster_-1,Cluster_6
CHEMBL1998110,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL1998470,P16234,3.400000617,Cluster_105,Cluster_6
CHEMBL1998680,P16234,3.400000617,Cluster_449,Cluster_6
CHEMBL1999120,P16234,4.799999969,Cluster_-1,Cluster_6
CHEMBL1999484,P16234,2.400002346,Cluster_350,Cluster_6
CHEMBL2000724,P16234,3.400000617,Cluster_385,Cluster_6
CHEMBL2001451,P16234,2.800001828,Cluster_557,Cluster_6
CHEMBL2001539,P16234,4.099999858,Cluster_260,Cluster_6
CHEMBL2001584,P16234,3.400000617,Cluster_532,Cluster_6
CHEMBL2001923,P16234,3.400000617,Cluster_281,Cluster_6
CHEMBL2001987,P16234,3.400000617,Cluster_573,Cluster_6
CHEMBL2002099,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL2002105,P16234,4.899999981,Cluster_515,Cluster_6
CHEMBL2002586,P16234,3.400000617,Cluster_382,Cluster_6
CHEMBL2002599,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL2002690,P16234,3.400000617,Cluster_-1,Cluster_6
CHEMBL2002992,P16234,3.400000617,Cluster_239,Cluster_6
CHEMBL2004290,P16234,0.399673721,Cluster_-1,Cluster_6
CHEMBL2004438,P16234,1.899984563,Cluster_547,Cluster_6
CHEMBL2004637,P16234,2.200001865,Cluster_558,Cluster_6
CHEMBL2004716,P16234,1.10002573,Cluster_76,Cluster_6
CHEMBL2005699,P16234,3.400000617,Cluster_-1,Cluster_6
